vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtE5;22844.3;10958.95;11885.35;10958.95
drtE45;0;0;0;0
drtE6;8212.93;3572.46;4640.47;3572.46
drtE46;19547.83;9865.52;9682.31;9865.52
drtE3;54591.42;28512.67;26078.75;32014.54
drtE47;15210.53;6611.84;8598.69;6611.84
drtE4;0;0;0;0
drtE48;19456.69;10041.07;9415.63;10041.07
drtE1;23243.2;15159.48;8083.72;16192.23
drtE49;18849.5;8285.8;10563.7;8285.8
drtE2;3950.04;1970.18;1979.86;1970.18
drtE0;101457.03;36180.38;65276.65;39532.2
drtE9;2514.2;1990.44;523.76;1990.44
drtE7;9194.43;7553.11;1641.32;7553.11
drtE8;25999.47;11575.25;14424.23;11575.25
drtE50;14016.93;8024.8;5992.13;8024.8
drtE51;5356.95;2593.99;2762.96;2593.99
drtE52;8174.11;6657.82;1516.3;8314
drtE53;12519.02;10335.91;2183.12;11381.12
drtE10;19130.09;6323.3;12806.79;6323.3
drtE11;11183.9;6644.59;4539.31;6644.59
drtE34;50402.76;21037.37;29365.39;22120
drtE35;2223.1;866.68;1356.43;866.68
drtE36;15606.42;11323.99;4282.43;11323.99
drtE37;12762.21;6290.03;6472.17;6290.03
drtE38;24205.75;13035.95;11169.8;13035.95
drtE39;92761.09;15278.41;77482.67;15278.41
drtE40;31856.9;22690.82;9166.08;22690.82
drtE41;16145.35;9343.95;6801.4;10182.21
drtE42;6264.94;3131.22;3133.72;3131.22
drtE43;15816.44;11093.23;4723.22;11093.23
drtE44;2134;1118.7;1015.3;1118.7
drtE23;2700.15;2510.48;189.67;2510.48
drtE24;0;0;0;0
drtE25;23548.36;9451.82;14096.54;10807.51
drtE26;5047.11;3011.63;2035.48;3011.63
drtE27;14252.6;3798.43;10454.17;3798.43
drtE28;47464.72;15715.96;31748.76;15715.96
drtE29;14304.3;7133.99;7170.31;7133.99
drtE30;0;0;0;0
drtE31;20649.62;11670.86;8978.76;11670.86
drtE32;26301.48;9670.64;16630.84;9670.64
drtE33;4533.51;2209.75;2323.76;2209.75
drtE12;20596.36;15444.45;5151.91;17828.92
drtE13;102343.95;28256.89;74087.06;28982.07
drtE14;19039.77;9026.39;10013.38;9026.39
drtE15;48729.97;10082.44;38647.53;10621.12
drtE16;0;0;0;0
drtE17;9695.94;1408.71;8287.23;1408.71
drtE18;0;0;0;0
drtE19;50405.72;20424.08;29981.64;20424.08
drtE20;8756.78;2411.67;6345.11;2411.67
drtE21;44427.77;17907;26520.77;19250.53
drtE22;7031.77;1988.18;5043.58;1988.18
