runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;21;257.33;681;670.2;333.5;232;95.24;100;367.67;4589.1;4246.17;625;2.97;0;0
NA;2;42;241.71;681;556.5;312.25;219;97.62;100;367.36;4417.49;4183.81;609.07;2.93;0;0
NA;3;59;275.98;787;628;355;247;94.92;100;391.64;4334.66;4094.67;667.63;2.87;0;0
NA;4;65;259.26;787;562.4;324.5;230;96.92;100;424.68;4763.18;4556.9;683.94;3.19;0;0
NA;5;85;291.71;984;721.3;362.5;246;92.94;98.82;483.06;5428.33;4865.06;774.76;3.41;0;0
NA;6;89;276.44;787;639;331.5;251;94.38;100;434.2;5072.61;4855.16;710.64;3.4;0;0
NA;7;89;261.42;626;563.5;334;237;98.88;100;439.62;5157.04;4944.6;701.03;3.46;0;0
NA;8;104;297.76;1060;636.5;360.25;258;94.23;98.08;522.22;5694.34;4994.67;819.98;3.5;0;0
NA;9;101;268.18;715;543.9;321;241;97.03;100;472.94;5541.32;5200.38;741.12;3.64;0;0
NA;10;97;287.14;898;639.7;371;246;92.78;100;512.89;5813.08;5162.61;800.03;3.61;1;0.01
NA;11;87;296.09;889;629;385;248;93.1;100;519.61;5928.11;5197.1;815.7;3.64;1;0.01
NA;12;92;296.33;870;688.75;354.25;248.5;92.39;100;544.34;5987.26;5192.46;840.66;3.63;1;0.01
NA;13;95;326.58;913;786.2;410;268;87.37;98.95;517.35;5980.37;5350.86;843.93;3.75;0;0
NA;14;96;318.26;913;793.05;386.75;256.5;89.58;97.92;567.52;6670.3;5535.26;885.78;3.87;0;0
NA;15;95;300.79;913;652.2;364;270;92.63;98.95;543.48;6260.96;5434.21;844.27;3.8;1;0.01
NA;16;97;296.71;901;659.4;358;267;92.78;98.97;503.46;5781.16;5248.24;800.18;3.67;1;0.01
NA;17;103;298.23;901;683.6;363;269;92.23;99.03;478.33;5583.49;5031.62;776.56;3.52;1;0.01
NA;18;89;320.42;971;727.5;395.5;287;92.13;97.75;479.81;5595.09;5181.65;800.22;3.63;1;0.01
NA;19;100;304.09;915;717.95;355.75;270;92;99;487.6;5763.24;5379.9;791.69;3.77;1;0.01
NA;20;94;283.71;805;606.25;378.75;229.5;94.68;100;514.63;5895.05;5545.26;798.34;3.88;2;0.02
