runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;2;1
NA;2;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;2;1
NA;3;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;3;1
NA;4;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;3;1
NA;5;1;261;261;261;261;261;100;100;1712;16858.32;16858.32;1973;13.8;3;0.75
NA;6;1;563;563;563;563;563;100;100;381;2359.77;2359.77;944;3.65;3;0.75
NA;7;2;601.5;640;640;640;601.5;50;100;282;1852.49;1852.49;883.5;3.3;3;0.6
NA;8;2;545.5;563;563;563;545.5;100;100;919;8552.53;8415.03;1464.5;7.89;4;0.67
NA;9;2;545.5;563;563;563;545.5;100;100;919;8552.53;8415.03;1464.5;7.89;4;0.67
NA;10;2;545.5;563;563;563;545.5;100;100;920;8526.62;8389.12;1465.5;7.87;4;0.67
NA;11;1;563;563;563;563;563;100;100;381;2359.77;2359.77;944;3.65;4;0.8
NA;12;1;732;732;732;732;732;0;100;91;666.98;666.98;823;2.47;3;0.75
NA;13;1;732;732;732;732;732;0;100;91;666.98;666.98;823;2.47;3;0.75
NA;14;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;4;1
NA;15;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;4;1
NA;16;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;3;1
NA;17;1;242;242;242;242;242;100;100;106;1086.29;1086.29;348;2.76;3;0.75
NA;18;2;469;525;525;525;469;100;100;278;2786.72;2786.72;747;3.95;2;0.5
NA;19;1;580;580;580;580;580;100;100;276;2099.35;2099.35;856;3.47;2;0.67
NA;20;2;652;770;770;770;652;50;100;867.5;8396.42;8258.91;1519.5;7.78;2;0.5
