runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;1;369;369;369;369;369;100;100;14;50.79;50.79;383;2.35;0;0
NA;2;2;289.5;369;369;369;289.5;100;100;27;153.29;153.29;316.5;2.35;0;0
NA;3;2;289.5;369;369;369;289.5;100;100;27;153.29;153.29;316.5;2.35;2;0.5
NA;4;3;399;618;618;618;369;66.67;100;805.67;7682.17;7682.17;1204.67;7.54;3;0.5
NA;5;3;298;369;369;369;362;100;100;633;5613.43;5613.43;931;6.09;5;0.62
NA;6;4;320;386;386;381.75;365.5;100;100;632;4652.06;4652.06;952;5.38;6;0.6
NA;7;6;300.83;627;627;446.25;265.5;83.33;100;1280.5;9351.19;7395.31;1581.33;7.21;5;0.45
NA;8;5;235.6;386;386;374;169;100;100;696.2;4326.39;4326.39;931.8;5.06;8;0.62
NA;9;5;319.6;416;416;401;362;100;100;694.6;4949.4;4949.4;1014.2;5.5;9;0.64
NA;10;5;448.2;658;658;548.5;396;80;100;1451.6;11268.33;11268.33;1899.8;9.89;9;0.64
NA;11;5;448.2;658;658;548.5;396;80;100;1451.8;11266.74;11266.74;1900;9.89;7;0.58
NA;12;5;384.4;572;572;505.5;386;100;100;1099.6;8760.36;8760.36;1484;8.17;7;0.58
NA;13;7;338.71;572;572;439;334;100;100;871;7565.28;7556.24;1209.71;7.31;5;0.42
NA;14;5;418.8;572;572;534;439;100;100;1206;10290.39;10290.39;1624.8;9.24;4;0.44
NA;15;5;384.2;496;496;488;396;100;100;1160;9517.26;9517.26;1544.2;8.73;2;0.29
NA;16;4;443.75;497;497;496.75;446;100;100;1330.5;11855.1;11855.1;1774.25;10.35;2;0.33
NA;17;5;401.2;496;496;493.5;396;100;100;1091.4;10419.85;10419.85;1492.6;9.33;3;0.38
NA;18;5;412.8;549;549;522.5;396;100;100;1676.2;14270.99;14270.99;2089;11.99;6;0.55
NA;19;7;457.29;658;658;521;496;85.71;100;1300;10446.06;10446.06;1757.29;9.31;6;0.46
NA;20;6;488.33;658;658;544.75;491.5;83.33;100;1393.67;12003.32;12003.32;1882;10.4;6;0.5
