departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
26418.0;42068029513-1;drtE3;319420038_0;335078.12;3908147.73;154654700_5;334093.15;3907262.08;554.0;27182.0;210.0;1699.48;1699.48;-3.19;27018;28215.41
32759.0;43623000312-2;drtE3;107415981_0;331626.73;3910270.1;226039810_2;334692.28;3908824.7;456.0;33742.0;527.0;5261.73;5261.73;-5.68;33359;35211.12
33909.0;43624001943-1;drtE3;205296958_1;332189.32;3909729.18;107415981_0;331626.73;3910270.1;399.0;34531.0;223.0;999.91;999.91;-2.7;34509;35370.95
49247.0;42062024241-2;drtE3;319392667_0;331119.61;3907413.99;136560571_28;330983.13;3906187.67;408.0;49814.0;159.0;2368.66;2368.66;-3.66;49847;50888.35
