runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;9266;472.36;13810;854;519;355;87.57;95.45;980.41;5243.2;3134.21;1452.76;156.71;471;0.05
NA;1;9204;369.48;10684;755.75;473;280.5;89.34;97.06;875.33;4720.99;3144.47;1244.8;157.22;81;0.01
NA;2;8820;362.08;13511;763;464;275;89.72;97.03;859.84;4684.99;3145.16;1221.92;157.26;79;0.01
NA;3;8497;344.28;9035;735.1;459;275;90.26;97.29;805.59;4717.32;3143.1;1149.86;157.16;67;0.01
NA;4;8225;333.94;6685;711.7;458;275;90.4;97.84;757.77;4688.09;3144.08;1091.71;157.2;82;0.01
NA;5;8031;343.35;4876;729.8;466;273;89.9;97.22;752.09;4689.22;3143.31;1095.45;157.17;78;0.01
NA;6;7884;328.65;6127;703;452;266;90.63;98.12;745.74;4640.59;3148.8;1074.39;157.44;76;0.01
NA;7;7759;329.21;5868;704;452;272;90.72;98.12;727.19;4662.01;3148.15;1056.39;157.41;79;0.01
NA;8;7676;330.57;6846;708.15;453;267;90.53;98.2;751.39;4691.65;3142.46;1081.95;157.12;71;0.01
NA;9;7594;327.22;6402;687.25;448;266;90.78;98.41;738.32;4668.23;3139.43;1065.54;156.97;77;0.01
NA;10;7537;326.8;7127;697;453;270;90.77;98.47;757.9;4717.17;3141.91;1084.7;157.1;75;0.01
NA;11;7486;326.77;4213;696;456;272;91.04;98.3;751.78;4701.39;3141;1078.55;157.05;75;0.01
NA;12;7462;321.64;5620;668;448;269;91.61;98.63;732.71;4680.38;3143.06;1054.34;157.15;84;0.01
NA;13;7428;319.68;3258;688.55;447;265;91.22;98.68;730.21;4688.78;3141.61;1049.89;157.08;80;0.01
NA;14;7445;321.47;3594;676.7;456;271;91.3;98.9;732.03;4699.93;3136.22;1053.49;156.81;71;0.01
NA;15;7395;316.55;5739;669.2;444;268;91.66;98.96;722.87;4696.46;3141.54;1039.42;157.08;67;0.01
NA;16;7376;314.22;2713;676.15;443;269;91.8;98.85;731.43;4719.99;3134.21;1045.64;156.71;72;0.01
NA;17;7375;319.61;3292;676;452;269;91.35;98.73;729.76;4712.26;3139.61;1049.37;156.98;76;0.01
NA;18;7353;318.15;2295;671.3;452;272;91.34;98.74;726.68;4700.61;3135.6;1044.82;156.78;69;0.01
NA;19;7317;321.84;4937;672;457;271;91.43;98.95;728.86;4695.15;3135.5;1050.71;156.77;82;0.01
NA;20;7332;326.29;5563;694;452;272;90.9;98.35;736.71;4707.96;3137.6;1062.99;156.88;72;0.01
