Line_ID
1008406689_0_r
1058553851_0
1058553851_0
1058553850_0
1008300576_0_r
1000063724_0_r
1205842749_0_r
107416227_1_r
107416227_1
136558565_0_r
136558565_0
136558527_0_r
136558527_0
1102258292_0
1102258292_0_r
136558517_0_r
136558517_0
136558606_0_r
136558764_10
136558764_11
136558764_10_r
136558545_0_r
136558522_0_r
136558522_0
136558988_0_r
1050429744_0_r
1050429744_0
1013276634_0_r
1171473109_0
1171473109_0_r
16678825_3
16678825_3_r
167050308_0
167050308_1
167050307_0
167050309_1
167050309_1_r
167050309_0
167050309_0_r
197747308_10_r
197747308_10
226038634_0
226038634_0_r
226039137_1
226039137_1_r
226039137_0
1050430052_0_r
1068314220_0_r
1068314220_0
1068314201_0_r
1020015421_0_r
1020015421_0
1017496547_0_r
1017496547_0
1126842340_0
1126842340_0_r
1184918746_0
1020432731_0_r
1020432731_0
1020190245_0_r
1020190245_0
1017496992_0_r
1025036006_0_r
1068314220_0_r
1068314220_0
1126595436_0
1126595436_0_r
1126595436_1
1064705168_0_r
1064705168_0
1125982285_0
1125982285_0_r
1020190245_0_r
1020190245_0
1038832072_0_r
1038832072_0
1038832071_0_r
1038832071_0
1131238745_0
1131238745_0_r
1169252316_0
1017496806_0_r
1050386699_0_r
1050386699_0
1050386699_1_r
1050386699_1
1050386699_0_r
1050386699_0
1038832070_0_r
1038832070_0
1038832069_1_r
1038832069_1
1038832069_0_r
1061026662_0_r
1061026662_0
1123399133_0
1068254916_0_r
1068254916_0
1056758148_0_r
1056758148_0
1032913210_0_r
1056758130_0_r
1056758130_0
1038832066_8_r
1038832066_8
1038832066_7_r
1038832066_5_r
1038832066_5
1038832066_4_r
1038832066_4
1038832066_3_r
1038832066_3
1038832066_2_r
1038832066_2
1038832066_1_r
1038663512_0
1038663511_2
1076707386_0_r
1036834622_0_r
1036834622_0
1036834591_0_r
1036834614_0_r
1036834614_0
1036834613_0_r
1036834602_0_r
1036834602_0
1021093406_0_r
1021093406_0
1021093405_0_r
1020215860_0_r
1020215860_0
1174553239_0_r
1036834623_0_r
1036834623_0
1036834618_0_r
1036834618_0
1064118274_0_r
1160099411_0
1160099411_0_r
1160099410_1
1036834629_0_r
1036834629_0
1036834628_0_r
1036834619_0_r
1036834619_0
1036713097_0_r
1149079642_0
1022553248_0_r
1149077079_0
107415986_4
1039254450_0_r
1039254450_0
1188263014_0
1008157296_0_r
1008157296_0
1149077079_0
1149077079_0_r
1039254451_5_r
1039254452_0_r
1039254452_0
136558601_0_r
136558556_0_r
136559085_0_r
136559085_0
136559571_0_r
136558909_0_r
136560561_16
1151902500_0
136560570_11
107415983_0_r
107415983_0
1008157294_0_r
1008157294_0
107415980_8_r
1020998433_0_r
1020998433_0
1033168019_0_r
1069897067_0
1030242017_0_r
1030242017_0
1008157293_1_r
1008157293_1
1008157291_0_r
1033168013_0_r
1032764202_2_r
1039256944_0_r
1039256944_0
1033168010_3_r
1033168010_3
1032764200_1
1032764200_0
1033168009_0_r
1033168009_0
1033168007_2_r
1033168007_2
1033168007_1_r
1032763198_5_r
1207989553_0
1037713886_1_r
1037713887_0_r
1037713887_0
1150181097_0
1150181097_0_r
1036970552_3_r
1036970552_3
1036970552_2_r
1036974562_0_r
1036974562_0
1036970550_0_r
1032763194_0_r
1032763194_0
1032763193_1_r
1032763193_1
1032763193_0_r
1032763193_0
1032538570_1_r
1032763196_0_r
1032763196_0
1032763195_0_r
1032763195_0
1033128059_0_r
1036716632_15_r
1036716632_15
1037713888_0
1037713881_1_r
1037713881_1
1037713881_0_r
1037713881_0
1037713880_5_r
1036970552_2_r
1036970552_2
1036970552_1_r
1036970552_1
1032637804_0_r
1032637804_0
1187352102_1
1187352102_1_r
1187352102_0
1038031735_1_r
1038031735_1
1038031735_0_r
1038031735_0
1036970551_4_r
