"","ind_tripID","StationDist","PC1","Area"
"4666","42142004112-1",2332.50388352054,-2.39478220448151,"Kanagawa"
"4667","42142003971-1",2332.50388352054,-2.39478220448151,"Kanagawa"
"4668","42141004864-2",2332.50388352054,-2.39478220448151,"Kanagawa"
"4669","42124018311-2",2332.50388352054,-2.39478220448151,"Kanagawa"
"4670","42141004862-3",2332.50388352054,-2.39478220448151,"Kanagawa"
"4671","42141003981-1",2332.50388352054,-2.39478220448151,"Kanagawa"
"4672","42142004111-1",2332.50388352054,-2.39478220448151,"Tokyo"
"4673","42141003981-2",2332.50388352054,-2.39478220448151,"Kanagawa"
"4674","42141004004-1",2332.50388352054,-2.39478220448151,"Tokyo"
"4675","42124018312-4",2332.50388352054,-2.39478220448151,"Kanagawa"
"4676","42141004002-1",2332.50388352054,-2.39478220448151,"Kanagawa"
"4677","42141004003-1",2332.50388352054,-2.39478220448151,""
"4678","42141004701-4",1220.50146224005,-0.830326354841495,"Kanagawa"
"4679","42124021351-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4680","43215001901-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4681","42062005743-2",1220.50146224005,-0.830326354841495,""
"4682","42141004081-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4683","42141004481-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4684","42141004301-1",1220.50146224005,-0.830326354841495,""
"4685","42141004402-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4686","42141009761-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4687","42114007803-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4688","42141006942-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4689","42127030802-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4690","42141004082-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4691","42142000572-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4692","42141004102-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4693","42141002421-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4694","42142012091-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4695","42142004132-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4696","42147015122-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4697","42147014391-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4698","42124024471-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4699","91524012581-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4700","42141010003-6",1220.50146224005,-0.830326354841495,"Kanagawa"
"4701","42142003231-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4702","42142010092-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4703","42142010051-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4704","42142004673-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4705","42128035471-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4706","42141004402-4",1220.50146224005,-0.830326354841495,"Kanagawa"
"4707","42141004484-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4708","43663001211-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4709","42141010003-5",1220.50146224005,-0.830326354841495,"Kanagawa"
"4710","42128034831-4",1220.50146224005,-0.830326354841495,"Kanagawa"
"4711","42141002162-4",1220.50146224005,-0.830326354841495,"Kanagawa"
"4712","42142004672-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4713","42125000781-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4714","42141010003-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4715","42141009722-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4716","42141010003-3",1220.50146224005,-0.830326354841495,"Kanagawa"
"4717","42142009872-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4718","91514003461-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4719","42141004662-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4720","42141004541-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4721","42163006241-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4722","31157214151-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4723","42142004674-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4724","42054035531-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4725","42142008313-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4726","42142003232-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4727","42141004041-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4728","42155015071-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4729","42141004081-3",1220.50146224005,-0.830326354841495,"Kanagawa"
"4730","42142004651-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4731","42142004371-4",1220.50146224005,-0.830326354841495,"Kanagawa"
"4732","42141012101-4",1220.50146224005,-0.830326354841495,"Kanagawa"
"4733","42141009501-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4734","42142004173-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4735","42141004401-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4736","42114014021-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4737","42142003311-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4738","42142009871-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4739","42141009861-1",1220.50146224005,-0.830326354841495,"Kanagawa"
"4740","91523010091-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4741","42037038011-2",1220.50146224005,-0.830326354841495,"Kanagawa"
"4742","42141010003-4",341.91539943468,0.230225676599094,"Kanagawa"
"4743","42124018372-4",341.91539943468,0.230225676599094,"Kanagawa"
"4744","42125001041-1",341.91539943468,0.230225676599094,"Kanagawa"
"4745","42125018382-4",341.91539943468,0.230225676599094,"Kanagawa"
"4746","42055037003-2",341.91539943468,0.230225676599094,"Kanagawa"
"4747","42142002252-2",341.91539943468,0.230225676599094,"Kanagawa"
"4748","42124020992-2",341.91539943468,0.230225676599094,"Kanagawa"
"4749","42141001561-2",341.91539943468,0.230225676599094,"Kanagawa"
"4750","42141010383-1",341.91539943468,0.230225676599094,"Kanagawa"
"4751","42125020921-2",341.91539943468,0.230225676599094,"Kanagawa"
"4752","42124021031-2",341.91539943468,0.230225676599094,"Kanagawa"
"4753","42142003411-4",341.91539943468,0.230225676599094,"Kanagawa"
"4754","42125001123-1",341.91539943468,0.230225676599094,"Kanagawa"
"4755","42127031541-2",341.91539943468,0.230225676599094,"Kanagawa"
"4756","42141009782-1",341.91539943468,0.230225676599094,"Kanagawa"
"4757","42142004871-2",341.91539943468,0.230225676599094,"Kanagawa"
"4758","42142010071-1",341.91539943468,0.230225676599094,"Kanagawa"
"4759","42142004871-3",341.91539943468,0.230225676599094,"Kanagawa"
"4760","42155014411-2",341.91539943468,0.230225676599094,"Kanagawa"
"4761","42141010385-1",341.91539943468,0.230225676599094,"Kanagawa"
"4762","42141004402-3",341.91539943468,0.230225676599094,"Kanagawa"
"4763","42125001121-1",341.91539943468,0.230225676599094,"Kanagawa"
"4764","42124000752-3",341.91539943468,0.230225676599094,"Kanagawa"
"4765","42125001081-1",341.91539943468,0.230225676599094,"Kanagawa"
"4766","42124021031-6",341.91539943468,0.230225676599094,"Kanagawa"
"4767","42142010374-1",341.91539943468,0.230225676599094,"Kanagawa"
"4768","42124023291-2",341.91539943468,0.230225676599094,"Kanagawa"
"4769","32093046221-2",341.91539943468,0.230225676599094,"Kanagawa"
"4770","42142009551-1",341.91539943468,0.230225676599094,"Kanagawa"
"4771","42124000752-1",341.91539943468,0.230225676599094,"Kanagawa"
"4772","42125020921-7",341.91539943468,0.230225676599094,"Kanagawa"
"4773","42125018384-2",341.91539943468,0.230225676599094,"Kanagawa"
"4774","42128033361-1",341.91539943468,0.230225676599094,"Kanagawa"
"4775","42142011811-1",341.91539943468,0.230225676599094,"Kanagawa"
"4776","42141004842-2",341.91539943468,0.230225676599094,"Kanagawa"
"4777","31157214151-1",341.91539943468,0.230225676599094,"Kanagawa"
"4778","42125018382-2",341.91539943468,0.230225676599094,"Kanagawa"
"4779","42124000751-1",341.91539943468,0.230225676599094,"Kanagawa"
"4780","42142005071-3",341.91539943468,0.230225676599094,"Kanagawa"
"4781","42142010033-1",341.91539943468,0.230225676599094,"Kanagawa"
"4782","42141012022-2",341.91539943468,0.230225676599094,"Kanagawa"
"4783","42141012101-3",341.91539943468,0.230225676599094,"Kanagawa"
"4784","42142009872-2",341.91539943468,0.230225676599094,"Kanagawa"
"4785","42125009521-2",341.91539943468,0.230225676599094,"Kanagawa"
"4786","42141010003-2",341.91539943468,0.230225676599094,"Kanagawa"
"4787","42125018381-2",341.91539943468,0.230225676599094,"Kanagawa"
"4788","42142009491-1",341.91539943468,0.230225676599094,"Tokyo"
"4789","42128033361-2",341.91539943468,0.230225676599094,"Kanagawa"
"4790","42124020992-4",341.91539943468,0.230225676599094,"Kanagawa"
"4791","42124014812-2",1149.96577746139,-1.12651677232847,"Kanagawa"
"4792","42142003411-3",1149.96577746139,-1.12651677232847,"Kanagawa"
"4793","42063037561-2",1149.96577746139,-1.12651677232847,"Kanagawa"
"4794","42141010501-2",1149.96577746139,-1.12651677232847,"Kanagawa"
"4795","42125014961-2",1149.96577746139,-1.12651677232847,"Kanagawa"
"4796","42125014961-1",1149.96577746139,-1.12651677232847,"Kanagawa"
"4797","42063037561-4",1149.96577746139,-1.12651677232847,"Kanagawa"
"4798","42127031951-1",1149.96577746139,-1.12651677232847,"Tokyo"
"4799","42113013952-2",1149.96577746139,-1.12651677232847,"Kanagawa"
"4800","32093039221-2",1149.96577746139,-1.12651677232847,"Kanagawa"
"4801","42113016931-2",1149.96577746139,-1.12651677232847,"Kanagawa"
"4802","42124014813-1",1149.96577746139,-1.12651677232847,"Kanagawa"
"4803","42154004842-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4804","91523018571-2",767.619404665711,-0.809702581077678,"Kanagawa"
"4805","42154004941-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4806","42124004072-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4807","91523018571-4",767.619404665711,-0.809702581077678,"Kanagawa"
"4808","42157018251-3",767.619404665711,-0.809702581077678,"Kanagawa"
"4809","42125004081-3",767.619404665711,-0.809702581077678,"Kanagawa"
"4810","42125004141-1",767.619404665711,-0.809702581077678,"Tokyo"
"4811","42155004891-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4812","42154005101-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4813","42124015031-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4814","42124003593-2",767.619404665711,-0.809702581077678,"Kanagawa"
"4815","42124004152-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4816","02083012841-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4817","42125015042-5",767.619404665711,-0.809702581077678,"Kanagawa"
"4818","42125004082-1",767.619404665711,-0.809702581077678,""
"4819","91533017041-2",767.619404665711,-0.809702581077678,"Kanagawa"
"4820","42124004151-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4821","42124004031-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4822","42128033602-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4823","42127031081-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4824","42154004841-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4825","42125015043-2",767.619404665711,-0.809702581077678,"Kanagawa"
"4826","42154005263-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4827","42124004153-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4828","42157018251-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4829","42124004071-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4830","42154005261-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4831","42154005262-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4832","42157019823-1",767.619404665711,-0.809702581077678,"Kanagawa"
"4833","42124001431-5",767.619404665711,-0.809702581077678,"Kanagawa"
"4834","42124004154-1",767.619404665711,-0.809702581077678,"Tokyo"
"4835","42128033602-2",767.619404665711,-0.809702581077678,"Kanagawa"
"4836","42154015582-2",4097.09608171341,-3.05558012273392,"Kanagawa"
"4837","42141008766-2",4097.09608171341,-3.05558012273392,"Kanagawa"
"4838","42141008664-2",4097.09608171341,-3.05558012273392,"Kanagawa"
"4839","32093021881-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4840","42127030981-1",3667.72426430403,-2.67162397098727,"Kanagawa"
"4841","61372002421-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4842","42142002851-5",3667.72426430403,-2.67162397098727,"Kanagawa"
"4843","42154000941-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4844","51117053931-3",3667.72426430403,-2.67162397098727,"Kanagawa"
"4845","91535009931-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4846","42141004081-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4847","32093013201-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4848","42127030983-1",3667.72426430403,-2.67162397098727,"Kanagawa"
"4849","42124019771-4",3667.72426430403,-2.67162397098727,"Kanagawa"
"4850","91531008211-3",3667.72426430403,-2.67162397098727,"Kanagawa"
"4851","42125010941-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4852","42127030984-1",3667.72426430403,-2.67162397098727,"Kanagawa"
"4853","42142008991-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4854","42142011291-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4855","32244002481-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4856","42141000221-2",3667.72426430403,-2.67162397098727,"Kanagawa"
"4857","42125002802-1",3667.72426430403,-2.67162397098727,"Kanagawa"
"4858","42142003792-5",3667.72426430403,-2.67162397098727,"Kanagawa"
"4859","61352019711-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4860","42125025561-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4861","42125001121-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4862","42138037093-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4863","91532014881-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4864","51132018071-3",2631.29059285508,-2.42682755699744,"Kanagawa"
"4865","31046007011-2",2631.29059285508,-2.42682755699744,"Tokyo"
"4866","42141007141-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4867","51061018601-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4868","42164016831-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4869","31124068011-2",2631.29059285508,-2.42682755699744,"Tokyo"
"4870","51153022511-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4871","42128034971-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4872","61343044471-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4873","42155009311-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4874","91532016861-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4875","31124033791-2",2631.29059285508,-2.42682755699744,"Tokyo"
"4876","42142009551-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4877","42033011323-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4878","61315052881-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4879","42124000831-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4880","42163008901-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4881","51064035751-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4882","91536017321-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4883","42072003651-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4884","61337071761-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4885","42125005021-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4886","51101023901-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4887","81095015811-2",2631.29059285508,-2.42682755699744,""
"4888","42011008811-2",2631.29059285508,-2.42682755699744,""
"4889","42141006141-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4890","12174006321-3",2631.29059285508,-2.42682755699744,""
"4891","32097080611-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4892","91532016591-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4893","42127031181-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4894","42124020932-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4895","42141011141-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4896","31154068971-2",2631.29059285508,-2.42682755699744,"Tokyo"
"4897","51105052071-3",2631.29059285508,-2.42682755699744,"Kanagawa"
"4898","91535011742-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4899","51153023733-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4900","31046038011-2",2631.29059285508,-2.42682755699744,"Tokyo"
"4901","31062006651-2",2631.29059285508,-2.42682755699744,"Tokyo"
"4902","51175041461-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4903","42155011751-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4904","42141003282-1",2631.29059285508,-2.42682755699744,"Kanagawa"
"4905","42142004651-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4906","31157142153-2",2631.29059285508,-2.42682755699744,"Tokyo"
"4907","42114013041-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4908","42125006502-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4909","42164006331-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4910","42125020941-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4911","91531002921-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4912","51124034091-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4913","51057055601-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4914","42124000531-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4915","42147013461-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4916","42147013811-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4917","32013117431-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4918","91534013881-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4919","91535013501-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4920","32221010761-3",2631.29059285508,-2.42682755699744,""
"4921","42141003281-1",2631.29059285508,-2.42682755699744,"Kanagawa"
"4922","42157018361-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4923","32013117431-4",2631.29059285508,-2.42682755699744,"Kanagawa"
"4924","42033012443-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4925","42155008891-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4926","42072012491-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4927","51087063821-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4928","44023000383-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4929","42033015841-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4930","42141003201-1",2631.29059285508,-2.42682755699744,"Tokyo"
"4931","42128034941-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4932","51181022131-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4933","32097059991-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4934","42124011151-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4935","91526008181-2",2631.29059285508,-2.42682755699744,"Kanagawa"
"4936","42114015041-3",1724.28143357889,-1.12489173118022,"Kanagawa"
"4937","61374026492-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4938","42125001002-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4939","42142004874-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4940","42125001001-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4941","42128036281-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4942","91516003001-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4943","42124018212-4",1724.28143357889,-1.12489173118022,"Kanagawa"
"4944","42142004912-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4945","42125014322-5",1724.28143357889,-1.12489173118022,"Kanagawa"
"4946","42142004873-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4947","42125003441-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4948","32097072741-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4949","42125001003-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4950","42142004871-4",1724.28143357889,-1.12489173118022,"Kanagawa"
"4951","42124018212-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4952","42127032351-3",1724.28143357889,-1.12489173118022,"Kanagawa"
"4953","42141004843-1",1724.28143357889,-1.12489173118022,"Tokyo"
"4954","42164004911-10",1724.28143357889,-1.12489173118022,"Kanagawa"
"4955","42141004863-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4956","42141004861-3",1724.28143357889,-1.12489173118022,"Kanagawa"
"4957","42141004701-3",1724.28143357889,-1.12489173118022,"Kanagawa"
"4958","42141004842-3",1724.28143357889,-1.12489173118022,"Kanagawa"
"4959","42124000991-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4960","31112023091-2",1724.28143357889,-1.12489173118022,"Tokyo"
"4961","42141004701-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4962","42124000751-3",1724.28143357889,-1.12489173118022,"Kanagawa"
"4963","42012027221-2",1724.28143357889,-1.12489173118022,""
"4964","42141004881-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4965","42141004841-1",1724.28143357889,-1.12489173118022,"Tokyo"
"4966","42114015022-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4967","42114015041-5",1724.28143357889,-1.12489173118022,"Kanagawa"
"4968","42124022971-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4969","42141004864-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4970","42141004081-4",1724.28143357889,-1.12489173118022,"Kanagawa"
"4971","42141004861-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4972","42128034831-5",1724.28143357889,-1.12489173118022,"Kanagawa"
"4973","42142004871-1",1724.28143357889,-1.12489173118022,"Kanagawa"
"4974","42125001002-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4975","42055020221-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4976","42124004471-2",1724.28143357889,-1.12489173118022,"Kanagawa"
"4977","42124000791-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"4978","42114000341-2",1265.13640141661,-0.834428848264278,"Kanagawa"
"4979","42125000781-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"4980","42125023783-2",1265.13640141661,-0.834428848264278,"Kanagawa"
"4981","32097070441-2",1265.13640141661,-0.834428848264278,"Kanagawa"
"4982","42128033331-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"4983","42124000852-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"4984","42125014322-9",1265.13640141661,-0.834428848264278,"Kanagawa"
"4985","42124018612-2",1265.13640141661,-0.834428848264278,"Kanagawa"
"4986","42125000866-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"4987","42125000865-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"4988","42125014322-2",1265.13640141661,-0.834428848264278,"Kanagawa"
"4989","42127032631-5",1265.13640141661,-0.834428848264278,"Kanagawa"
"4990","42124000792-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"4991","42142009371-2",1265.13640141661,-0.834428848264278,"Kanagawa"
"4992","42127030811-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"4993","42124020432-2",1265.13640141661,-0.834428848264278,"Kanagawa"
"4994","42125000782-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"4995","42124010691-2",1265.13640141661,-0.834428848264278,"Kanagawa"
"4996","42124000851-1",1265.13640141661,-0.834428848264278,"Tokyo"
"4997","42124000831-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"4998","42124018212-5",1265.13640141661,-0.834428848264278,"Kanagawa"
"4999","42128035541-3",1265.13640141661,-0.834428848264278,"Kanagawa"
"5000","42125000864-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"5001","42127032632-5",1265.13640141661,-0.834428848264278,"Kanagawa"
"5002","42127030812-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"5003","42073036591-4",1265.13640141661,-0.834428848264278,"Kanagawa"
"5004","42124020332-2",1265.13640141661,-0.834428848264278,"Kanagawa"
"5005","42124021352-2",1265.13640141661,-0.834428848264278,"Kanagawa"
"5006","42124000793-1",1265.13640141661,-0.834428848264278,"Kanagawa"
"5007","91523012471-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5008","42113006291-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5009","42155001011-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5010","42113000571-1",1336.55577885144,-0.683437120879139,"Kanagawa"
"5011","51184039291-3",1336.55577885144,-0.683437120879139,"Kanagawa"
"5012","42125008681-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5013","42125028001-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5014","42124000991-3",1336.55577885144,-0.683437120879139,"Kanagawa"
"5015","42034016211-9",1336.55577885144,-0.683437120879139,"Kanagawa"
"5016","32275002971-2",1336.55577885144,-0.683437120879139,""
"5017","42125003441-1",1336.55577885144,-0.683437120879139,"Kanagawa"
"5018","51153017121-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5019","42133042431-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5020","42124003532-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5021","42157019352-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5022","42133040961-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5023","91536012251-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5024","91515001522-1",1336.55577885144,-0.683437120879139,"Kanagawa"
"5025","51063034601-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5026","42127031044-1",1336.55577885144,-0.683437120879139,"Tokyo"
"5027","42124009911-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5028","42124027111-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5029","61327042531-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5030","42077033081-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5031","51147045421-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5032","42125003521-1",1336.55577885144,-0.683437120879139,"Kanagawa"
"5033","42034002032-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5034","42124018391-5",1336.55577885144,-0.683437120879139,"Kanagawa"
"5035","42124003531-1",1336.55577885144,-0.683437120879139,"Kanagawa"
"5036","42124003532-1",1336.55577885144,-0.683437120879139,"Kanagawa"
"5037","42125012161-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5038","42127031401-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5039","42125004321-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5040","43214006291-3",1336.55577885144,-0.683437120879139,"Kanagawa"
"5041","42182002762-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5042","42141001343-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5043","42125006301-2",1336.55577885144,-0.683437120879139,"Kanagawa"
"5044","42124003151-1",1336.55577885144,-0.683437120879139,"Tokyo"
"5045","31164015101-2",1336.55577885144,-0.683437120879139,"Tokyo"
"5046","42128033531-3",1336.55577885144,-0.683437120879139,"Kanagawa"
"5047","42073033121-3",1336.55577885144,-0.683437120879139,"Kanagawa"
"5048","51134033401-2",1336.55577885144,-0.683437120879139,"Kanagawa"
