runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;78;479.15;895;838;644.5;451;66.67;100;333.04;2642.14;2576.62;812.19;1.8;13;0.14
NA;2;140;477.34;906;865.8;633.5;440;70;99.29;374.87;2653.42;2478.25;852.21;1.73;20;0.12
NA;3;182;462.28;986;855.9;623;445;72.53;97.8;408.46;3012.11;2602.91;870.74;1.82;39;0.18
NA;4;231;482.74;1034;853.8;634;470;68.83;98.27;397.1;2804.08;2406.06;879.84;1.68;35;0.13
NA;5;266;500;1235;870.25;646.75;469;67.67;97.74;438.74;3126;2547.53;938.74;1.78;25;0.09
NA;6;292;487.28;1157;854.95;642.25;469.5;70.21;96.92;422.22;3046.53;2480.37;909.5;1.74;45;0.13
NA;7;302;493.52;1204;888.55;645.25;466;69.54;95.36;482.36;3262.33;2393.56;975.88;1.68;56;0.16
NA;8;348;515.07;1124;882.55;690.75;499.5;61.78;97.13;473.82;3240.66;2416.49;988.9;1.69;38;0.1
NA;9;349;478.59;1151;878;664.5;443;68.48;95.7;438.89;2949.21;2259.22;917.48;1.58;54;0.13
NA;10;303;444.61;1051;830.8;608;395;73.6;97.69;432.23;2895.57;2251.16;876.84;1.58;107;0.26
NA;11;351;522.23;1121;904.6;710;492;60.4;94.87;473.65;3177.58;2286.58;995.89;1.6;68;0.16
NA;12;371;515.89;1162;873.6;690;500;62.8;96.77;480.7;3194.41;2377.77;996.58;1.66;73;0.16
NA;13;374;521.91;1381;910.5;719.75;487.5;62.83;94.12;497.44;3413.76;2439.83;1019.35;1.71;70;0.16
NA;14;394;515.01;1056;906.75;709.25;497.5;63.45;94.67;497.63;3329.76;2494.5;1012.64;1.75;82;0.17
NA;15;391;510.49;1371;913;718;473;63.94;93.35;505.86;3387.86;2424.01;1016.35;1.7;82;0.17
NA;16;421;510.98;1133;925.9;700.5;474;66.03;94.06;489.6;3349.78;2351.84;1000.58;1.65;60;0.12
NA;17;406;534.66;1216;925.6;742.5;517;61.08;93.84;519.25;3541.85;2460.06;1053.91;1.72;68;0.14
NA;18;410;502.36;1267;901.8;698.25;486.5;64.88;94.88;476.22;3237.3;2331.98;978.58;1.63;54;0.12
NA;19;431;509.06;1172;911.4;699;496;64.73;93.74;455.31;3109.06;2376.67;964.37;1.66;47;0.1
NA;20;435;520.6;1292;918.2;709;504;62.99;94.02;466.66;3127.97;2352.52;987.26;1.65;33;0.07
