Line_ID
1006931839_0_r
1058553851_0
1008157294_0_r
1207989553_0
136558517_0_r
136558988_0_r
1020015421_0_r
1020432731_0_r
1068314220_0_r
1064705168_0_r
1038832070_0_r
1056758148_0_r
1036834614_0_r
1036834623_0_r
1036834619_0_r
1008157296_0_r
