runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;44;559.73;1047;989;769.5;520;61.36;90.91;755.11;6872.44;6372.25;1314.84;6.47;3;0.06
NA;2;72;608.46;1192;1135.05;870.25;563;55.56;79.17;737.88;6296.12;5431.16;1346.33;5.81;5;0.06
NA;3;99;731.7;1728;1188;936;711;34.34;74.75;917.23;7341.47;5714.16;1648.93;6.01;18;0.15
NA;4;131;708.91;1342;1172;991;687;38.93;69.47;893.75;6848.91;5035.35;1602.66;5.53;21;0.14
NA;5;133;723.78;1533;1215.9;985;702;37.59;65.41;901.27;7363.84;5241.21;1625.05;5.68;22;0.14
NA;6;140;653.01;1434;1168;881.75;618.5;47.14;76.43;838.08;6534.23;5151.63;1491.09;5.61;30;0.18
NA;7;128;692.02;1451;1180.65;968.75;687.5;44.53;68.75;926.42;7212.45;5498.57;1618.44;5.86;44;0.26
NA;8;137;736.91;1310;1156;1006.5;759;35.77;65.69;880.34;6844.73;5022.38;1617.26;5.53;42;0.23
NA;9;129;736.58;1407;1303;1004;730;37.98;66.67;1089.63;8740.18;5892.62;1826.21;6.13;59;0.31
NA;10;152;782.66;1455;1289.2;1033;813;31.58;59.21;1093.09;8330.95;5989.8;1875.75;6.2;41;0.21
NA;11;140;749.18;1494;1252.5;1041.25;768.5;35;65;1060.32;8238.24;6010.1;1809.5;6.21;56;0.29
NA;12;150;764.09;1683;1224.9;1023.25;751;32.67;63.33;1075.11;8084.97;5614.72;1839.21;5.94;47;0.24
NA;13;168;761.42;1576;1265.6;1000.75;754;34.52;67.86;1244.43;9415.89;6395.29;2005.85;6.48;48;0.22
NA;14;152;750.49;1713;1303.7;1005.5;725;36.18;69.74;1256.92;9438.75;6572.88;2007.41;6.61;77;0.34
NA;15;166;794.78;1588;1219.6;1074.75;806;27.71;62.05;1153.51;9063.75;5862.3;1948.3;6.11;57;0.26
NA;16;159;724.43;1345;1205;951;710;40.25;69.18;1016.09;7954.79;5525.76;1740.52;5.87;60;0.27
NA;17;159;817.12;1462;1243;1072;867;27.67;54.72;1158.62;9012.56;5551.79;1975.74;5.89;72;0.31
NA;18;172;795.99;2029;1270.7;1026;815.5;31.98;58.72;1123.48;8638.26;5351.62;1919.48;5.75;62;0.26
NA;19;167;807.96;1740;1232.4;1024;835;25.15;58.08;1192.35;9138.82;5547.79;2000.31;5.89;65;0.28
NA;20;142;798.58;1309;1222.85;1074.5;819.5;30.28;57.04;1161.31;9072.43;5843.4;1959.89;6.09;72;0.34
