departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
1701.0;32083000661-2;drtB10;1064039460_0;379509.8;3947181.13;85780852_0_r;367455.28;3946624.41;312.0;3352.0;1339.0;15486.51;15486.51;-12.84;2901;6476.88
1839.0;31124048891-2;drtB11;32908026_0;373176.99;3944915.81;50284761_2;373024.28;3947345.71;370.0;2672.0;463.0;3081.69;3067.95;-4.15;3039;4372.09
5529.0;31123028081-3;drtB1;158059312_3;381104.48;3945929.58;291824531_0;377442.37;3944416.43;229.0;6187.0;429.0;5253.57;5253.57;-5.68;6729;7932.73
19880.0;32254000982-1;drtB10;1189854348_2;362749.5;3944825.39;653959207_1;364536.42;3944332.7;636.0;20852.0;336.0;2725.61;2725.61;-3.91;21080;22052.26
20901.0;31157121751-1;drtB6;775673174_0_r;375374.63;3948246.23;38068294_2;372496.99;3949303.28;348.0;21662.0;413.0;4503.93;4503.93;-5.15;22101;23327.73
21565.0;61337071761-1;drtB8;680507437_0_r;378467.16;3939072.29;195248019_1;352992.91;3928533.84;973.0;29520.0;6982.0;65360.78;34457.9;-26.12;22765;32044.73
22354.0;61375035592-1;drtB15;1026016077_0;365390.12;3941436.73;770599761_0_r;352891.97;3928637.85;938.0;26205.0;2913.0;26406.45;26195.19;-20.34;23554;32062.92
22817.0;31124058791-1;drtB16;32405575_10;378898.16;3942489.27;227214245_0;379817.03;3945305.9;533.0;23780.0;430.0;3949.76;3949.76;-4.76;24017;25274.69
22824.0;32094014273-1;drtB13;1112106474_0_r;360179.48;3933965.03;41569510_0;349869.46;3942717.8;474.0;24864.0;1566.0;16819.52;16819.52;-13.77;24024;28120.92
23138.0;31124042353-1;drtB8;282318046_1;378442.93;3945521.47;41569510_0;349869.46;3942717.8;669.0;34292.0;10485.0;91348.96;43873.72;-32.71;24338;34520.31
23427.0;31124026835-1;drtB8;242669507_0_r;376011.11;3945607.63;43099692_0_r;362711.76;3929580.49;920.0;27936.0;3589.0;38022.6;24827;-19.38;24627;30904.21
24026.0;31124040891-1;drtB2;116433126_1;378820.03;3945642.01;116429808_2;378523.18;3944928.85;100.0;24250.0;124.0;901.13;901.13;-2.63;25226;25591.38
24031.0;31124021113-1;drtB1;47097301_1;376114.78;3943319.74;390951625_4;381151.24;3945827.8;1143.0;25489.0;315.0;6318.32;6318.32;-6.42;25231;26111.06
