runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;31;266.97;531;466.2;365;278;100;100;493.19;6684.4;6426.31;760.16;6.5;0;0
NA;2;56;318.2;1153;751.4;379;277;91.07;96.43;612.71;7784.2;7105.09;930.91;6.97;0;0
NA;3;82;388.51;1254;1011.15;462.5;320.5;84.15;92.68;739.15;8771.59;7533.6;1127.66;7.27;0;0
NA;4;85;352.25;1153;892.1;402.5;307;88.24;96.47;780.51;9290.85;7630.65;1132.75;7.34;0;0
NA;5;102;335.1;1297;845.25;394;272.5;88.24;98.04;717;8548.9;7107.31;1052.1;6.98;0;0
NA;6;114;336.46;1240;835.5;388.75;269;86.84;97.37;711.41;8601.44;7112.39;1047.87;6.98;0;0
NA;7;143;353.64;1190;882.8;435;295;88.11;95.8;742.03;8753.35;7142.43;1095.68;7;0;0
NA;8;156;358.33;1185;856.75;446.75;302;84.62;96.15;734.1;8730.75;7019.03;1092.42;6.92;0;0
NA;9;158;380.62;1226;957.3;494.5;297;81.01;93.67;738.34;8858.63;7055.36;1118.96;6.94;0;0
NA;10;159;386.03;1221;983;491;315;81.76;93.08;750.5;9148.02;7048.81;1136.53;6.94;0;0
NA;11;157;401.18;1221;1028.7;511;319;79.62;92.99;730.62;8891.06;6956.32;1131.8;6.88;0;0
NA;12;152;371;1224;886.4;481.5;317;86.18;95.39;718.03;9000.72;7063.02;1089.03;6.95;1;0.01
NA;13;149;368.64;1218;961;464;316;86.58;94.63;727.6;9280.26;7365.14;1096.23;7.16;1;0.01
NA;14;140;341.31;1226;930.8;405.25;313;89.29;95;693.62;8433.32;7122.07;1034.93;6.99;1;0.01
NA;15;137;352.83;1172;867.4;436;296;87.59;95.62;694.91;8605.58;7470.01;1047.74;7.24;1;0.01
NA;16;144;356.99;1172;993.5;439.75;306.5;86.11;94.44;751.26;9393.34;7614.19;1108.24;7.34;1;0.01
NA;17;138;367.34;1216;1018.8;457;282;85.51;93.48;759.56;9310.01;7634.86;1126.9;7.35;1;0.01
NA;18;139;355.86;1268;938;420;267;84.17;93.53;754.64;9003.17;7272.58;1110.5;7.1;1;0.01
NA;19;138;369.83;1181;1023.2;433.75;303.5;84.06;94.2;749.01;8881.74;7338.12;1118.84;7.14;0;0
NA;20;137;377.15;1306;1019.6;446.5;295;83.21;91.97;796.98;9690;7621.85;1174.12;7.34;0;0
