runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;8;565.5;857;857;802.5;546;50;100;629.25;6210.14;5503.16;1194.75;5.86;0;0
NA;2;14;596.64;1012;1012;781.75;583.5;50;92.86;511;5672.68;5672.68;1107.64;5.97;2;0.12
NA;3;19;617.63;1169;1169;782;505;63.16;78.95;828.26;7975.75;5887.66;1445.89;6.12;2;0.1
NA;4;31;560.13;1169;1134.2;706;535;64.52;90.32;1044.65;9918.8;6663.04;1604.77;6.66;2;0.06
NA;5;42;583.67;1327;1117.15;727.25;522;59.52;88.1;950.43;8751.94;6231.61;1534.1;6.36;2;0.05
NA;6;50;680.1;1498;1362.2;830.25;620.5;44;80;1014.06;9359.1;6312.69;1694.16;6.42;3;0.06
NA;7;45;641.09;1358;1113;808.5;605;48.89;82.22;966.02;9038.24;6441.12;1607.11;6.51;4;0.08
NA;8;47;630.36;1228;1169.2;803;595;51.06;82.98;627.77;6097.64;5426.42;1258.13;5.8;6;0.11
NA;9;52;672.1;1583;1314.8;813.5;612;48.08;82.69;734.88;6766.12;4999.13;1406.98;5.5;5;0.09
NA;10;55;634;1599;1239.6;855;585;52.73;81.82;746.24;6915.22;5409;1380.24;5.79;6;0.1
NA;11;59;674.34;1610;1231;968;585;52.54;72.88;788.51;7606.68;5916.67;1462.85;6.15;6;0.09
NA;12;71;657.99;1610;1195.2;843;575;53.52;77.46;763.9;7401.25;5526.27;1421.89;5.87;9;0.11
NA;13;70;691.26;1352;1177.9;921.75;646;41.43;72.86;775.94;7333.99;5435.89;1467.2;5.81;10;0.12
NA;14;68;655.22;1506;1326.7;829.5;610;47.06;80.88;797.03;7529.61;5349;1452.25;5.75;7;0.09
NA;15;71;641.54;1571;1150;808;592;50.7;80.28;808.13;7502.69;5035.88;1449.66;5.53;6;0.08
NA;16;68;692.69;1369;1201.3;886;672;39.71;76.47;987.62;9006.16;5645.82;1680.31;5.96;7;0.09
NA;17;68;692.43;1388;1194.5;969.75;667.5;39.71;69.12;946.88;8525.08;5679.29;1639.31;5.98;7;0.09
NA;18;63;774.17;1265;1195;1055;827;30.16;61.9;1025.87;9128.35;5550.81;1800.05;5.89;13;0.17
NA;19;60;718.4;1510;1346.75;989;748;40;63.33;998.43;8777.26;6150.55;1716.83;6.31;11;0.15
NA;20;68;687.37;1479;1198.2;988.5;681.5;41.18;67.65;893.41;8069;5804.94;1580.78;6.07;7;0.09
