vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB2;78593.82;56835.07;21758.75;56835.07
drtB15;240647.87;227289.2;13358.67;405772.23
drtB3;97769.45;85205.16;12564.29;106275.02
drtB16;213798.23;186109.61;27688.62;240972.81
drtB0;144380.16;85611.43;58768.73;119625.42
drtB1;135645.72;91342.97;44302.76;95361.32
drtB8;130599.14;123030.46;7568.68;301622.86
drtB9;211742.48;179418.45;32324.02;255896.38
drtB6;174950.24;110492.5;64457.73;126122.68
drtB7;119968.12;66413.57;53554.55;75747.49
drtB4;118870.38;64406.77;54463.61;74280.76
drtB5;96379.05;63354.33;33024.71;65008.44
drtB10;154606.98;86913.32;67693.66;86913.32
drtB11;125232.42;102510.33;22722.08;112461.2
drtB12;66095.45;49938.5;16156.94;49938.5
drtB13;18660.61;16819.52;1841.09;16819.52
drtB14;159120.52;149688.94;9431.58;171193.54
