runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;5;547;857;857;803.5;434;60;100;416;4107.25;4107.25;963;4.89;0;0
NA;2;10;676.7;960;960;880.75;691.5;40;80;549.8;5559.48;4547.19;1226.5;5.18;3;0.23
NA;3;16;586.19;1169;1169;763;463.5;68.75;81.25;807.25;7614.07;5495.5;1393.44;5.85;3;0.16
NA;4;23;558.74;1169;1157.4;654;545;65.22;91.3;814.48;7698.56;6205.37;1373.22;6.34;3;0.12
NA;5;32;614.03;1439;1366.2;723.25;578;59.38;84.38;993.34;9162.89;5963.94;1607.38;6.17;3;0.09
NA;6;42;688.71;1404;1327.85;936;649.5;45.24;73.81;972.43;9290.54;6329.45;1661.14;6.43;4;0.09
NA;7;39;623.77;1358;1154;814;585;53.85;82.05;921.28;8840.37;6512.57;1545.05;6.56;4;0.09
NA;8;38;656.92;1484;1418.45;805.75;620;47.37;78.95;650.32;6243.11;5843.17;1307.24;6.09;6;0.14
NA;9;44;678.7;1583;1230.25;814;615;47.73;77.27;829.41;7790.24;5525.66;1508.11;5.87;5;0.1
NA;10;48;648.56;1599;1203.15;862.75;591.5;52.08;79.17;841;7909.61;5737.18;1489.56;6.02;6;0.11
NA;11;51;643.33;1599;1277;832;574;58.82;82.35;781.31;7495.93;5412.17;1424.65;5.79;7;0.12
NA;12;58;641.55;1610;1341.95;832.75;558.5;58.62;79.31;734.57;6960.95;5293.81;1376.12;5.71;8;0.12
NA;13;57;637.14;1366;1258.7;822.5;598;52.63;82.46;717.95;6918.17;5136.2;1355.09;5.6;7;0.11
NA;14;53;626.08;1369;1232.2;783.5;574;58.49;83.02;721.02;7078.3;5082.87;1347.09;5.56;7;0.12
NA;15;57;640.25;1384;1122.7;831;627;45.61;84.21;670.05;6212.63;4662.95;1310.3;5.27;6;0.1
NA;16;54;568.11;1350;1037;764.25;517.5;62.96;87.04;822.72;7668.31;5041.17;1390.83;5.53;7;0.11
NA;17;52;685.73;1508;1325.2;890;695.5;42.31;76.92;884.9;8387.54;5728.42;1570.63;6.02;6;0.1
NA;18;54;634.65;1305;1252.25;884.75;617;48.15;75.93;950.83;8490.85;5886.96;1585.48;6.13;7;0.11
NA;19;49;601.55;1354;1219;915.5;498;61.22;75.51;813.8;7662.66;6247.95;1415.35;6.38;4;0.08
NA;20;47;594.57;1243;1163.2;892;559;53.19;76.6;735.81;6976.45;5743.55;1330.38;6.03;7;0.13
