runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;8;595.88;1034;1034;923.25;440;62.5;75;337.25;2862;2862;933.12;4;7;0.47
NA;2;21;714.67;1145;1135.6;976.5;804;38.1;66.67;566.76;5411.18;4753.65;1281.43;5.33;5;0.19
NA;3;26;678.35;1177;1156.7;974.25;732;46.15;69.23;721.96;7136;6018.49;1400.31;6.23;6;0.19
NA;4;31;651.94;1212;1183.8;894;599;51.61;77.42;834.97;7398.96;6104.51;1486.9;6.29;7;0.18
NA;5;35;656.03;1124;1123.2;906;616;45.71;74.29;694.63;5430.04;3888.54;1350.66;4.74;7;0.17
NA;6;32;668.69;1133;1088.15;860.5;604;50;78.12;529.81;3919.52;2998.04;1198.5;4.11;9;0.22
NA;7;35;717.71;1232;1216;961;703;37.14;65.71;565.49;4120.27;2899.53;1283.2;4.04;12;0.26
NA;8;32;741.84;1500;1315.4;1006.25;680.5;40.62;65.62;560.25;4138.38;2983.64;1302.09;4.1;15;0.32
NA;9;20;750.35;1309;1305.85;1031;714.5;35;60;1210.55;9000.56;5440.32;1960.9;5.81;24;0.55
NA;10;38;672.26;1461;1224.45;906.5;691.5;39.47;76.32;952.11;8297.82;6850;1624.37;6.79;12;0.24
NA;11;40;781.52;1688;1617.85;1058.5;810;35;60;1091.47;9112.7;6709.81;1873;6.7;13;0.25
NA;12;38;800.45;1508;1248.65;1030.25;816.5;31.58;65.79;919.45;7419.89;5674.8;1719.89;5.97;12;0.24
NA;13;42;746.19;1214;1130;947.75;817.5;30.95;69.05;680.07;5802.78;5362.5;1426.26;5.75;11;0.21
NA;14;45;793.07;1332;1213.4;1059.5;800;26.67;60;692.47;6000.67;5384.91;1485.53;5.77;12;0.21
NA;15;49;644.39;1171;1068.5;896.5;651;48.98;75.51;985.92;8783.54;6179.72;1630.31;6.33;9;0.16
NA;16;46;655.89;1182;1123.85;906.5;686.5;41.3;73.91;911.54;8052.75;5998.26;1567.43;6.2;8;0.15
NA;17;48;744.31;1386;1179.95;965.5;790.5;27.08;68.75;1028.58;8691.24;6126.9;1772.9;6.29;10;0.17
NA;18;51;668.63;1197;1158.4;901;688;39.22;72.55;1130.65;9751.56;6523.63;1799.27;6.57;7;0.12
NA;19;53;686.81;1291;1164.7;993;717;39.62;66.04;1057.87;9253.77;6188.13;1744.68;6.34;8;0.13
NA;20;51;655.18;1311;1194;1038;666;45.1;70.59;1074.35;9270.05;6131.61;1729.53;6.3;11;0.18
