departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
23408.0;42113014912-1;drtD2;195745625_0_r;342746.67;3915015.48;1158171282_1;320553.96;3916155.32;1052.0;32230.0;7770.0;73348.18;30970.6;-23.68;24608;32320.14
24624.0;43633001181-1;drtD0;318495220_0;330646.69;3912478.15;1193916734_0;330512.21;3912967.63;791.0;25546.0;131.0;674.92;674.92;-2.47;25824;26206.68
25215.0;42118022613-1;drtD2;1187349464_0;341163.27;3914654.17;224481598_0_r;340150.99;3909922.97;394.0;26821.0;1212.0;10905.9;6683.33;-6.68;26415;28134.66
25261.0;43614000813-1;drtD2;317379237_0;337574.02;3913427.24;166177967_1;349267.75;3919327.02;1081.0;28822.0;2480.0;24037.49;17252.53;-14.08;26461;31752.21
27017.0;42147013761-1;drtD1;112757233_6;345001.59;3919094.96;112757211_9;344886.07;3918862.39;605.0;27677.0;55.0;423.01;423.01;-2.35;28217;28377.93
27557.0;43664001444-4;drtD0;1030242017_0;330945.68;3912899.72;205299989_0;330925.07;3911405.73;127.0;27858.0;174.0;2151.69;2151.69;-3.51;28757;29329.9
28213.0;42114008902-1;drtD1;316683155_0_r;337354.72;3917710.87;486969152_0;343485.13;3916765.11;1099.0;30354.0;1042.0;8970.49;8695.48;-8.09;29413;32407.47
28224.0;43627002261-1;drtD0;318388491_0_r;333477.85;3913249.55;205306348_3;332491.53;3910858.85;518.0;29208.0;466.0;4610.04;4610.04;-5.23;29424;30835.6
30016.0;42113005152-1;drtD0;212259279_1;334708.61;3914971.45;546469313_0;339409.17;3916036.69;688.0;32836.0;2132.0;21745.99;6216.12;-6.35;31216;33387.49
30609.0;43634000691-1;drtD0;318575666_0;331071.28;3912095.15;318495220_0_r;330573.64;3912447.99;731.0;31560.0;220.0;1719.29;1585.04;-3.11;31809;32389.1
31206.0;42114013883-1;drtD1;217856908_4;342381.13;3914946.55;169511832_0;341874.4;3912747.75;519.0;32335.0;610.0;4061.43;4061.43;-4.84;32406;34219.06
