departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
10830.0;42063027351-1;drtE2;320432635_0;332886.92;3902294.65;1023921434_0;330875.08;3908938.75;187.0;11759.0;742.0;8599.96;8599.96;-8.02;12030;14214.48
22835.0;42062018563-1;drtE2;208840518_1;334565.65;3906423.42;137988708_1;328069.43;3914082;691.0;24453.0;927.0;12452.44;12318.18;-10.62;24035;26647.11
25285.0;42063032401-1;drtE3;705903119_0_r;332389.68;3904564.48;319125855_0;328205.15;3909030;967.0;28242.0;1990.0;18331.93;6920.89;-6.84;26485;28304.52
26017.0;42062005746-1;drtE1;377171176_0_r;330426.23;3895826.23;136559134_0;327607.59;3911013.13;782.0;29679.0;2880.0;20943.9;18593.07;-15.02;27217;33107.37
26418.0;42068029513-1;drtE3;319420038_0;335078.12;3908147.73;154654700_5;334093.15;3907262.08;697.0;27378.0;263.0;1699.48;1699.48;-3.19;27618;28214.81
26466.0;42173002784-1;drtE2;136558708_0;325211.74;3911338.8;107415981_1;331632.62;3910051.77;814.0;28576.0;1296.0;9568.66;9568.66;-8.7;27666;30509.4
27619.0;42063037741-2;drtE1;232429845_0;332816.07;3902483.19;136559170_0;328853.08;3910181.07;259.0;29316.0;1438.0;10309.39;10309.39;-9.22;28819;31581.5
29721.0;42062020323-1;drtE2;199306646_7;334453.55;3904434.92;199306269_6;335013.29;3905115.25;747.0;30627.0;159.0;1198.5;1198.5;-2.84;30921;31395.52
30367.0;42173004182-1;drtE1;318854661_0;327787.25;3910576.05;501349034_0;331286.11;3912942.78;214.0;32379.0;1798.0;15968.04;5177.69;-5.62;31567;32629.3
30620.0;42063030174-1;drtE2;988250672_0_r;333229.61;3903741.2;242421998_0;333129.55;3903368.4;506.0;31239.0;113.0;803.72;803.72;-2.56;31820;32144.9
30666.0;42173002783-1;drtE1;136558708_0;325211.74;3911338.8;1203892567_1;331208.82;3913067.98;684.0;32257.0;907.0;9242.68;9104.77;-8.37;31866;34505.43
32759.0;43623000312-2;drtE1;107415981_0;331626.73;3910270.1;226039810_2;334692.28;3908824.7;351.0;33753.0;643.0;5261.73;5261.73;-5.68;33959;35216.05
33909.0;43624001943-1;drtE1;205296958_1;332189.32;3909729.18;107415981_0;331626.73;3910270.1;399.0;34531.0;223.0;999.91;999.91;-2.7;35109;35371.14
36017.0;43644001131-1;drtE3;492225834_0;321584.63;3915380.17;318403969_2;331893.98;3912269.91;1054.0;38007.0;936.0;14317.47;14317.47;-12.02;37217;40013.23
37827.0;42173004182-2;drtE3;501349034_0;331286.11;3912942.78;318835791_0_r;328538.19;3911582.19;509.0;38780.0;444.0;4046.21;4046.21;-4.83;39027;40097.42
38727.0;42173004862-2;drtE1;501349034_0;331286.11;3912942.78;33075851_0_r;332077.35;3912131.19;350.0;39679.0;602.0;1930.32;1930.32;-3.35;39927;40340.82
39789.0;43663002011-2;drtE1;226034817_0;332664.74;3912958.37;136560114_2;328885.21;3911468.15;253.0;40503.0;461.0;5163.37;5163.37;-5.61;40989;42318.84
46224.0;42068030261-3;drtE1;226039810_2;334692.28;3908824.7;320230823_0;333672.71;3905672.53;765.0;47460.0;471.0;3982.1;3982.1;-4.79;47424;48800.46
46230.0;43663001212-2;drtE3;136560429_0;327576.15;3910392.19;137841221_0_r;330324.16;3910943.28;303.0;46749.0;216.0;3332.28;3332.28;-4.33;47430;48074.47
46314.0;42114016402-2;drtE2;963611077_0;329675.15;3905723.14;332668052_0_r;332390.04;3902705.4;692.0;47781.0;775.0;6509.7;6509.7;-6.56;47514;49785.61
47435.0;42063030002-4;drtE2;226039844_0_r;333855.19;3903675.71;320154957_0;335730.08;3904647;848.0;48732.0;449.0;2997.33;2997.33;-4.1;48635;49963.05
49247.0;42062024241-2;drtE3;319392667_0;331119.61;3907413.99;136560571_28;330983.13;3906187.67;429.0;49835.0;159.0;2368.66;2368.66;-3.66;50447;50888.35
51091.0;42174002752-3;drtE3;136560144_0;325063.23;3911539.86;319768364_1;329559.67;3907081.4;1065.0;53199.0;1043.0;8389.89;8389.89;-7.87;52291;55371.49
51747.0;42062005643-4;drtE1;319768346_0_r;332029.44;3906141.71;320425688_0;332393.31;3904341.21;368.0;52331.0;216.0;2396.78;2396.78;-3.68;52947;53709.19
52764.0;42063030901-1;drtE2;197783348_3;336401.54;3904895.79;550346823_0;332497.12;3902742.4;230.0;54083.0;1089.0;6146.15;4931.8;-5.45;53964;56120.64
53444.0;42062019522-3;drtE2;444229884_0;334032.64;3903329.18;277515907_0;332948.46;3902570.57;112.0;53930.0;374.0;2474.36;1450.4;-3.02;54644;55182.47
53645.0;42062017042-2;drtE2;226039161_0;334120.66;3903116.37;197887641_8;331987.21;3907027.92;131.0;54695.0;919.0;7087.44;5493.96;-5.85;54845;56598.24
54077.0;43663002032-1;drtE2;137841278_1;329157.68;3911454.69;318716041_8;329314.42;3911151.93;1243.0;55366.0;46.0;347.62;347.62;-2.35;55277;55409.21
55865.0;42062017044-2;drtE1;226039161_0;334120.66;3903116.37;197887641_8;331987.21;3907027.92;434.0;56864.0;565.0;5493.96;5493.96;-5.85;57065;58718.36
55955.0;42067026355-2;drtE2;136559134_0;327607.59;3911013.13;215617186_0;331675.62;3904640.17;338.0;57075.0;782.0;8973.76;8973.76;-8.28;57155;59427.62
57043.0;42062022301-4;drtE1;259273714_12;334142.29;3905607.65;320272394_0;333018.24;3905804.92;375.0;57618.0;200.0;1461.91;1461.91;-3.02;58243;58829.7
57624.0;42062002982-3;drtE3;319288915_0;331252.37;3909138.67;18955491_2;331261.84;3909047.25;461.0;58122.0;37.0;266.86;266.86;-2.35;58824;58945.38
58614.0;42173002304-2;drtE2;963611077_0;329675.15;3905723.14;319012622_0;328542.78;3909239.76;444.0;59920.0;862.0;7277.6;5323.51;-5.73;59814;61556.58
59448.0;42173003442-2;drtE2;136559687_0_r;329445.15;3909962.4;136559496_2;327528.19;3910154.15;301.0;60207.0;458.0;2958.35;2953.64;-4.07;60648;61478.48
61224.0;42062010941-4;drtE1;1068314201_0_r;331718.84;3903745.29;226038567_1;332070.69;3903239.54;562.0;61918.0;132.0;834.76;834.76;-2.58;62424;62811.43
63939.0;42063028272-2;drtE2;685054827_0;325291.77;3909052.36;1068314201_0_r;331718.84;3903745.29;347.0;65448.0;1162.0;11954.27;11954.27;-10.37;65139;68450.9
64547.0;42063032812-3;drtE3;107416232_2;331503.28;3909140.48;180581580_4;332649.28;3910150.38;141.0;64997.0;309.0;1853.48;1853.48;-3.3;65747;66156.96
64830.0;43664001822-3;drtE3;318902099_0_r;327550.6;3910476.63;318736782_0;329626;3911085.25;1198.0;66257.0;229.0;2689.55;2689.55;-3.88;66030;66627.61
65290.0;43627002332-4;drtE3;318736814_0_r;329319.65;3911948.09;205290131_0;332080.26;3910293.94;441.0;66631.0;900.0;10209.58;4444.14;-5.11;66490;67418.96
65935.0;42062000644-3;drtE1;377171173_0_r;330481.9;3896790.23;267421025_0;332889.26;3903005.28;1087.0;67908.0;886.0;7522.82;7522.82;-7.27;67135;69817.13
70275.0;42062018563-2;drtE3;137988708_1;328069.43;3914082;208840518_1;334565.65;3906423.42;658.0;71885.0;952.0;13330.16;13330.16;-11.33;71475;74227.95
