vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB2;104974.7;88666.02;16308.67;106048.14
drtB15;65611.52;46597.02;19014.5;55331.4
drtB3;207032.07;184054.24;22977.84;299264.67
drtB16;76205.87;53352.29;22853.58;54444.59
drtB0;198807.77;117204.27;81603.49;131738.84
drtB1;128830.97;80873.72;47957.24;80873.72
drtB8;112691.92;99201.35;13490.57;125448.47
drtB9;119245.5;87155.35;32090.15;91764.31
drtB6;96193.62;55885.77;40307.85;59072.06
drtB7;25607.03;18035.18;7571.84;19599.21
drtB4;104643.26;59415.4;45227.86;63839.57
drtB5;102841.11;89027.78;13813.32;89027.78
drtB10;85503.84;41888.88;43614.96;43241.43
drtB11;79815.71;60127.54;19688.17;60127.54
drtB12;81990.8;65992.66;15998.14;120503.24
drtB13;28455.5;26614.41;1841.09;34097.44
drtB14;104388.22;36740.5;67647.72;36740.5
