departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
1701.0;32083000661-2;drtB10;1064039460_0;379509.8;3947181.13;85780852_0_r;367455.28;3946624.41;312.0;3352.0;1339.0;15486.51;15486.51;-12.84;2901;6463.2
5529.0;31123028081-3;drtB1;158059312_3;381104.48;3945929.58;291824531_0;377442.37;3944416.43;229.0;6187.0;429.0;5253.57;5253.57;-5.68;6729;7932.93
21565.0;61337071761-1;drtB8;680507437_0_r;378467.16;3939072.29;195248019_1;352992.91;3928533.84;973.0;28056.0;5518.0;57501.17;34457.9;-26.12;22765;32049.9
22354.0;61375035592-1;drtB15;1026016077_0;365390.12;3941436.73;770599761_0_r;352891.97;3928637.85;938.0;27274.0;3982.0;28120.42;26195.19;-20.34;23554;32043.07
22817.0;31124058791-1;drtB16;32405575_10;378898.16;3942489.27;227214245_0;379817.03;3945305.9;533.0;23777.0;427.0;3949.76;3949.76;-4.76;24017;25274.69
22824.0;32094014273-1;drtB13;1112106474_0_r;360179.48;3933965.03;41569510_0;349869.46;3942717.8;474.0;26725.0;3427.0;26614.41;16819.52;-13.77;24024;28117.85
23423.0;32094052651-1;drtB13;142377377_1;359734.98;3937366.05;252398984_0;354170.69;3939371.35;714.0;25293.0;1156.0;7483.03;7483.03;-7.24;24623;28009.69
23427.0;31124026835-1;drtB8;242669507_0_r;376011.11;3945607.63;43099692_0_r;362711.76;3929580.49;861.0;26404.0;2116.0;24827.78;24827.78;-19.38;24627;30905.68
24026.0;31124040891-1;drtB2;116433126_1;378820.03;3945642.01;116429808_2;378523.18;3944928.85;100.0;24250.0;124.0;901.13;901.13;-2.63;25226;25591.37
24031.0;31124021113-1;drtB1;47097301_1;376114.78;3943319.74;390951625_4;381151.24;3945827.8;1146.0;25489.0;312.0;6318.32;6318.32;-6.42;25231;26114.07
24644.0;42133033544-1;drtB15;27776607_1;359907.55;3931232.94;137310582_0;357471.36;3933156.31;956.0;26057.0;457.0;3949.39;3949.39;-4.76;25844;27193.06
