runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;50;293.56;869;657.25;382;238;94;100;626.96;8204.99;8009.26;920.52;7.61;0;0
NA;2;98;381.43;1197;1054.05;463.75;310;83.67;92.86;722.28;8871.9;7220.5;1103.7;7.06;0;0
NA;3;139;412.55;1229;1014;543;341;79.86;92.81;799.41;9131.56;7526.01;1211.96;7.27;1;0.01
NA;4;153;412.39;1166;947.6;562;337;79.74;93.46;827.77;9536.47;7797.73;1240.16;7.46;2;0.01
NA;5;196;416.47;1210;958.15;560.75;347.5;78.06;91.84;877.83;9888.85;7664.06;1294.31;7.37;1;0.01
NA;6;208;425.95;1287;1157.4;530.5;316.5;80.29;88.46;877.43;9910.69;7569.19;1303.38;7.3;1;0
NA;7;225;414.71;1176;1018.3;548;337;80;89.78;925.35;10667.16;7809.19;1340.06;7.47;0;0
NA;8;239;424.02;1567;1097;563;333;76.99;88.7;919.92;10524.43;7786.32;1343.94;7.45;0;0
NA;9;237;455.05;1336;1130.5;608.5;357;74.68;86.08;965.09;10929.1;8007.28;1420.14;7.61;0;0
NA;10;248;439.31;1221;1100.6;625;320.5;73.39;87.9;950.57;10462.28;7771.33;1389.88;7.44;2;0.01
NA;11;264;450.52;1444;1110.5;630.25;343.5;71.21;87.88;969.16;10859.35;7775.97;1419.69;7.45;2;0.01
NA;12;262;458.36;1350;1148;602.5;341.5;74.81;85.88;896.76;10228.65;7970.07;1355.12;7.58;1;0
NA;13;258;462.82;1562;1128.15;597.75;361.5;75.19;86.43;938.71;10785.82;8158.68;1401.53;7.72;1;0
NA;14;261;469.65;1322;1104.6;624.5;390;73.56;85.82;928.12;10464.3;7795.28;1397.77;7.46;2;0.01
NA;15;266;460.79;1699;1112.65;620.5;364.5;73.68;86.84;920.27;10166.48;7854.37;1381.06;7.5;1;0
NA;16;283;451.45;1484;1066.8;617;354;73.85;89.75;945.77;10402.17;7649.52;1397.22;7.36;3;0.01
NA;17;275;463.21;1502;1072;634;365;72.36;86.18;939.54;10230.14;7773.21;1402.75;7.45;3;0.01
NA;18;270;453.58;1304;1087.1;617;367;73.33;88.52;926.78;10343.29;7846.47;1380.36;7.5;3;0.01
NA;19;267;414.64;1314;1057.2;532;325;79.78;89.89;868.07;9846.3;7757.24;1282.71;7.43;2;0.01
NA;20;258;438.49;1255;1094.65;570.75;349;75.97;90.7;956.28;10848.38;8032.56;1394.77;7.63;1;0
