runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;8;457.88;830;830;649.25;399.5;75;100;305.38;3523.14;3523.14;763.25;2.47;1;0.11
NA;2;19;387.84;833;833;565;319;78.95;100;364.74;3129.2;3013.84;752.58;2.11;1;0.05
NA;3;30;350.43;735;722.9;474.25;319;90;100;370.27;3297.41;3189.46;720.7;2.23;3;0.09
NA;4;36;397.92;735;716.3;561.5;351.5;80.56;100;451.47;4350.7;4327;849.39;3.03;3;0.08
NA;5;42;372.36;782;746.5;468.5;343;88.1;100;565.1;5160.51;4790.63;937.45;3.35;2;0.05
NA;6;40;459.93;920;889.45;580.5;438.5;77.5;97.5;575.02;5131.4;5068.73;1034.95;3.55;1;0.02
NA;7;38;488.58;893;850.25;617.25;456;73.68;100;638.5;6047.68;6004.16;1127.08;4.2;2;0.05
NA;8;33;415.7;762;727.7;506.5;416;84.85;100;732.48;7167.76;7116.64;1148.18;4.98;0;0
NA;9;34;431.15;920;857.75;542.25;407;82.35;97.06;746.06;7040.91;6991.29;1177.21;4.89;0;0
NA;10;35;364.71;704;688.8;482;362;91.43;100;672.2;6724.01;6719.2;1036.91;4.7;0;0
NA;11;38;425.79;952;852.25;540.5;372.5;78.95;97.37;582.97;5557.11;5429.12;1008.76;3.8;0;0
NA;12;41;452.95;940;828.8;609.5;433;73.17;97.56;489.63;4387.17;4340.96;942.59;3.04;1;0.02
NA;13;43;457.05;940;832.4;547;448;79.07;97.67;526.19;4585.54;4468.21;983.23;3.13;2;0.04
NA;14;38;405;818;762.9;517.25;418;92.11;100;539.03;4877.01;4867.63;944.03;3.41;2;0.05
NA;15;38;424.08;884;809.9;519;418;86.84;100;525.61;4385.96;4236.25;949.68;2.97;3;0.07
NA;16;38;444.42;884;774.75;582;438;76.32;100;492.84;4032.68;4023.46;937.26;2.82;3;0.07
NA;17;36;481.67;996;900.8;640;477.5;69.44;97.22;516.72;4151.09;4004.59;998.39;2.8;5;0.12
NA;18;34;405.15;942;762.75;495.25;364.5;85.29;97.06;496.56;3921.46;3921.46;901.71;2.75;5;0.13
NA;19;35;429.71;974;801.2;518;444;85.71;97.14;522.17;4484.78;4334.49;951.89;3.03;6;0.15
NA;20;25;376.64;895;891.7;475;322;92;100;616.92;5832.14;5827.41;993.56;4.08;18;0.42
