departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
25216.0;42128036364-1;drtC3;41946947_0;348387.16;3923135.07;27768307_0;359980.06;3930446.9;819.0;27798.0;1763.0;18660.17;18660.17;-13.06;26116;31301.47
25217.0;42155013651-1;drtC0;315080878_0_r;357601.81;3926686.3;37037522_0;354980.83;3922017.25;500.0;26643.0;926.0;6756.8;6756.8;-4.73;26117;29073.82
25534.0;91532019121-1;drtC6;313953430_0_r;356300.64;3933830.09;265021667_0_r;352711.18;3936172.93;571.0;26798.0;693.0;5413.45;5413.45;-3.79;26434;28796.09
26430.0;32097078992-1;drtC2;131174239_0;360723.56;3934476.95;68277371_7;360955.45;3933288.18;421.0;27125.0;274.0;1764.21;1764.21;-1.23;27330;28428.06
28837.0;32093030882-1;drtC2;91750929_3;361996.21;3934069.12;144341356_0_r;360892.34;3934336.28;358.0;29411.0;216.0;1423.88;1423.88;-1;29737;30687.22
30723.0;91533015011-1;drtC6;166961991_3;355711.4;3931779.08;203134971_0;365024.34;3937489.24;803.0;33766.0;2240.0;13671.46;13671.46;-9.57;31623;38070.72
36029.0;42033030242-1;drtC4;202514981_0_r;347731.77;3913678.61;1103535226_0;343329;3914445.22;597.0;37596.0;970.0;5806.31;5799.15;-4.06;36929;39656.26
36042.0;42125012242-1;drtC1;194915053_3;350668.88;3926800.07;369344537_0_r;351504.05;3923112.18;359.0;36893.0;492.0;4703.67;4703.67;-3.29;36942;38681.91
37642.0;42124016552-1;drtC1;41907902_7;347676.99;3922550.75;655184158_1;346673.57;3923650.77;612.0;38860.0;606.0;1888.6;1888.6;-1.32;38542;39689.24
39625.0;91533018741-2;drtC3;108280260_0_r;356671.11;3935637.43;1175349480_0;356870.85;3935055.36;678.0;40400.0;97.0;730.59;730.59;-0.51;40525;41114.68
39639.0;32097080092-2;drtC2;131202602_0;358796.02;3935713.91;121421979_1;359412.28;3935385.71;502.0;40303.0;162.0;1194.03;1194.03;-0.84;40539;41320.33
40870.0;91533014942-2;drtC3;1064243966_1;358031.99;3933260.11;49773874_1;355411.19;3931977.16;405.0;41891.0;616.0;3577.88;3577.88;-2.5;41770;43873.06
43255.0;42138038492-1;drtC3;249164704_0_r;358036.86;3929401.73;143948902_5;359696.63;3931906.81;731.0;44604.0;618.0;4252.45;4252.45;-2.98;44155;46348.86
48012.0;91536012501-3;drtC3;1195117468_0;356400.94;3931629.59;29422266_1;357155.09;3931221.54;683.0;48957.0;262.0;1094.28;1094.28;-0.77;48912;49754.61
50426.0;42132022662-2;drtC3;191736799_0;358864.56;3929877.7;26300840_0_r;359263.89;3930265.84;538.0;51084.0;120.0;753.96;753.96;-0.53;51326;51972.47
51638.0;32097083975-2;drtC2;86322878_0;357258.43;3936655.61;315840173_0_r;357352.02;3936194.69;521.0;52293.0;134.0;774.75;774.75;-0.54;52538;53226.67
52231.0;91522009192-3;drtC2;86917349_1;356749.62;3935826.4;251715348_0_r;354641.52;3937442.39;330.0;53182.0;621.0;4560.33;4560.33;-3.19;53131;55051.98
54923.0;32097058664-3;drtC2;1137319066_0_r;358595.42;3935670;86330248_17;358158.39;3935860.95;852.0;55875.0;100.0;678.42;678.42;-0.47;55823;56413.99
