runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;7;464.14;830;830;713;425;71.43;100;494.86;6364.56;6364.56;959;4.46;1;0.12
NA;2;16;383.88;833;833;504.75;352.5;87.5;100;435.69;4443.14;4440.02;819.56;3.11;1;0.06
NA;3;25;356.32;713;672.5;499.5;331;96;100;598.52;5666.13;5628.36;954.84;3.94;4;0.14
NA;4;36;408.94;713;664.55;561.5;383.5;83.33;100;623.19;6050.05;5789.31;1032.14;4.05;4;0.1
NA;5;41;380.29;782;653.6;485;385;92.68;100;694.56;6552.79;6115.01;1074.85;4.28;3;0.07
NA;6;40;442.82;893;821.3;538.25;411.5;77.5;100;720.33;6603.12;6368.66;1163.15;4.46;2;0.05
NA;7;38;455.53;893;856.9;572.75;418.5;78.95;100;774.53;7465.46;7241.44;1230.05;5.07;1;0.03
NA;8;34;388.53;713;701;457.25;384.5;91.18;100;866.35;8325.28;8344.1;1254.88;5.84;0;0
NA;9;31;420.97;837;747;546;384;87.1;100;938.71;9174.34;9194.98;1359.68;6.44;3;0.09
NA;10;34;443.12;1073;903.5;593;401;79.41;97.06;872.09;8392.53;8408.59;1315.21;5.89;1;0.03
NA;11;38;429.82;847;819.45;520.25;418.5;84.21;100;708.61;6592.04;6464.12;1138.42;4.52;0;0
NA;12;37;475.95;940;842.8;658;445;70.27;97.3;534.73;4754.49;4632.58;1010.68;3.24;0;0
NA;13;39;463.64;940;890;652;441;71.79;97.44;554.36;4883.47;4667.89;1018;3.27;1;0.03
NA;14;39;445.92;890;818;528;444;84.62;100;528.67;4754.28;4673.33;974.59;3.27;2;0.05
NA;15;40;442.85;884;806;524.75;411;77.5;100;495.68;4009.9;3906.01;938.52;2.73;3;0.07
NA;16;44;462;1045;913.25;637.5;461;72.73;95.45;482.64;3868.55;3567.35;944.64;2.5;2;0.04
NA;17;41;449.59;776;754.7;583;478;78.05;100;500;3894.13;3881.97;949.59;2.72;4;0.09
NA;18;38;414.29;776;769.35;545.5;387;84.21;100;515.26;4238.38;4236.97;929.55;2.97;4;0.1
NA;19;38;445.82;769;750.95;571.5;463;78.95;100;550.05;4617.98;4478.1;995.87;3.13;3;0.07
NA;20;27;440.04;895;873.8;522;394;81.48;100;614.63;5758.13;5753.75;1054.67;4.03;14;0.34
