runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;7;511.14;715;715;710;465;57.14;100;712.57;6768.99;6768.99;1223.71;4.74;0;0
NA;2;11;430.91;626;626;561;425;90.91;100;515;4944.32;4944.32;945.91;3.46;1;0.08
NA;3;15;470.07;756;756;590;425;80;100;845.6;7927.82;7267.37;1315.67;5.09;4;0.21
NA;4;20;504.05;777;772.3;628;552;75;100;830.1;7871.47;7460.23;1334.15;5.22;2;0.09
NA;5;21;502.05;999;979.8;710.5;423;66.67;95.24;750.9;7038.46;6647.43;1252.95;4.65;2;0.09
NA;6;18;561.61;999;999;766.5;509.5;61.11;94.44;487.78;4476.17;4475.21;1049.39;3.13;6;0.25
NA;7;21;536.33;870;864.6;714;524;66.67;100;647.29;5597.41;5022.2;1183.62;3.52;5;0.19
NA;8;20;421.75;816;809.8;582;417.5;85;100;546.4;4300.14;3698.78;968.15;2.59;7;0.26
NA;9;21;492.05;871;865.5;723.5;492;66.67;100;663.29;6166.38;6160.25;1155.33;4.31;8;0.28
NA;10;23;533.3;816;810.8;743;570;56.52;100;592.91;5495.92;5490.32;1126.22;3.84;10;0.3
NA;11;29;512.52;830;806;665;570;55.17;100;621.93;5408.26;5041.15;1134.45;3.53;7;0.19
NA;12;29;519.28;1030;927;668;545;55.17;96.55;549.69;5044.64;4841.48;1068.97;3.39;8;0.22
NA;13;27;496.93;829;827.8;692;527;62.96;100;625.41;5574.37;5318.05;1122.33;3.72;8;0.23
NA;14;25;493.28;874;856.6;698.5;496;64;100;700.16;6236.94;6164.63;1193.44;4.32;10;0.29
NA;15;29;524.83;949;913;668;499;68.97;96.55;691.07;6320.42;5346.18;1215.9;3.74;10;0.26
NA;16;30;445.13;736;712.9;555.25;410;83.33;100;591.63;5063.55;4099.79;1036.77;2.87;8;0.21
NA;17;28;468.64;787;764.05;547.75;449;78.57;100;508.07;3937.22;3608.65;976.71;2.53;5;0.15
NA;18;26;509.77;860;854.4;616.5;515;69.23;100;510.73;3762.6;3762.32;1020.5;2.63;5;0.16
NA;19;29;534.48;1034;1021;676;519;65.52;93.1;706.72;5079;4861.72;1241.21;3.4;5;0.15
NA;20;34;581.62;1182;980.25;751;584;52.94;94.12;569.41;4452.46;4452.25;1151.03;3.12;4;0.11
