vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtD4;17062.44;10369.15;6693.3;10369.15
drtD5;0;0;0;0
drtD2;0;0;0;0
drtD3;1242.98;292.16;950.83;292.16
drtD0;0;0;0;0
drtD1;29369.3;18321.09;11048.21;19230.43
drtD8;6041.98;3651.04;2390.94;3651.04
drtD9;39288.57;27550.91;11737.66;33000.78
drtD6;0;0;0;0
drtD7;8089.33;3741.8;4347.54;3741.8
