zone;X;Y;time;idleDRTVehicles
1;352062.9296228372;3926479.536279976;0.0;0
1;352062.9296228372;3926479.536279976;0.0;1
1;352062.9296228372;3926479.536279976;0.0;2
1;352062.9296228372;3926479.536279976;0.0;3
1;352062.9296228372;3926479.536279976;0.0;4
1;352062.9296228372;3926479.536279976;0.0;5
1;352062.9296228372;3926479.536279976;0.0;6
1;352062.9296228372;3926479.536279976;0.0;7
1;352062.9296228372;3926479.536279976;0.0;8
1;352062.9296228372;3926479.536279976;0.0;9
1;352062.9296228372;3926479.536279976;0.0;10
1;352062.9296228372;3926479.536279976;0.0;11
1;352062.9296228372;3926479.536279976;0.0;12
1;352062.9296228372;3926479.536279976;0.0;13
1;352062.9296228372;3926479.536279976;0.0;14
1;352062.9296228372;3926479.536279976;0.0;15
1;352062.9296228372;3926479.536279976;0.0;16
1;352062.9296228372;3926479.536279976;0.0;17
1;352062.9296228372;3926479.536279976;0.0;18
1;352062.9296228372;3926479.536279976;0.0;19
1;352062.9296228372;3926479.536279976;0.0;20
1;352062.9296228372;3926479.536279976;0.0;21
1;352062.9296228372;3926479.536279976;0.0;22
1;352062.9296228372;3926479.536279976;0.0;23
1;352062.9296228372;3926479.536279976;0.0;24
1;352062.9296228372;3926479.536279976;0.0;25
1;352062.9296228372;3926479.536279976;0.0;26
1;352062.9296228372;3926479.536279976;0.0;27
1;352062.9296228372;3926479.536279976;0.0;28
1;352062.9296228372;3926479.536279976;0.0;29
1;352062.9296228372;3926479.536279976;0.0;30
1;352062.9296228372;3926479.536279976;0.0;31
1;352062.9296228372;3926479.536279976;0.0;32
1;352062.9296228372;3926479.536279976;0.0;33
1;352062.9296228372;3926479.536279976;0.0;34
1;352062.9296228372;3926479.536279976;0.0;35
1;352062.9296228372;3926479.536279976;0.0;36
1;352062.9296228372;3926479.536279976;0.0;37
1;352062.9296228372;3926479.536279976;0.0;38
1;352062.9296228372;3926479.536279976;0.0;39
1;352062.9296228372;3926479.536279976;0.0;40
1;352062.9296228372;3926479.536279976;0.0;41
1;352062.9296228372;3926479.536279976;0.0;42
1;352062.9296228372;3926479.536279976;0.0;43
1;352062.9296228372;3926479.536279976;0.0;44
1;352062.9296228372;3926479.536279976;0.0;45
1;352062.9296228372;3926479.536279976;0.0;46
1;352062.9296228372;3926479.536279976;0.0;47
1;352062.9296228372;3926479.536279976;24036.0;46
1;352062.9296228372;3926479.536279976;24461.0;47
1;352062.9296228372;3926479.536279976;27031.0;46
1;352062.9296228372;3926479.536279976;27034.0;45
1;352062.9296228372;3926479.536279976;27509.0;46
1;352062.9296228372;3926479.536279976;27927.0;45
1;352062.9296228372;3926479.536279976;27931.0;44
1;352062.9296228372;3926479.536279976;27939.0;43
1;352062.9296228372;3926479.536279976;28236.0;42
1;352062.9296228372;3926479.536279976;28273.0;43
1;352062.9296228372;3926479.536279976;28343.0;44
1;352062.9296228372;3926479.536279976;28696.0;45
1;352062.9296228372;3926479.536279976;28754.0;46
1;352062.9296228372;3926479.536279976;28817.0;45
1;352062.9296228372;3926479.536279976;29114.0;44
1;352062.9296228372;3926479.536279976;29291.0;45
1;352062.9296228372;3926479.536279976;29506.0;46
1;352062.9296228372;3926479.536279976;29718.0;45
1;352062.9296228372;3926479.536279976;29833.0;46
1;352062.9296228372;3926479.536279976;30621.0;45
1;352062.9296228372;3926479.536279976;30931.0;44
1;352062.9296228372;3926479.536279976;31028.0;45
1;352062.9296228372;3926479.536279976;31225.0;44
1;352062.9296228372;3926479.536279976;31231.0;45
1;352062.9296228372;3926479.536279976;31352.0;46
1;352062.9296228372;3926479.536279976;31727.0;47
1;352062.9296228372;3926479.536279976;31833.0;46
1;352062.9296228372;3926479.536279976;32200.0;47
1;352062.9296228372;3926479.536279976;33011.0;46
1;352062.9296228372;3926479.536279976;33572.0;47
1;352062.9296228372;3926479.536279976;34214.0;46
1;352062.9296228372;3926479.536279976;35099.0;47
1;352062.9296228372;3926479.536279976;35122.0;46
1;352062.9296228372;3926479.536279976;36029.0;45
1;352062.9296228372;3926479.536279976;36052.0;44
1;352062.9296228372;3926479.536279976;36466.0;45
1;352062.9296228372;3926479.536279976;36703.0;46
1;352062.9296228372;3926479.536279976;36815.0;47
1;352062.9296228372;3926479.536279976;37550.0;46
1;352062.9296228372;3926479.536279976;38285.0;47
1;352062.9296228372;3926479.536279976;39607.0;46
1;352062.9296228372;3926479.536279976;39628.0;45
1;352062.9296228372;3926479.536279976;39634.0;44
1;352062.9296228372;3926479.536279976;40068.0;45
1;352062.9296228372;3926479.536279976;40172.0;46
1;352062.9296228372;3926479.536279976;40212.0;47
1;352062.9296228372;3926479.536279976;41434.0;46
1;352062.9296228372;3926479.536279976;41863.0;47
1;352062.9296228372;3926479.536279976;42922.0;46
1;352062.9296228372;3926479.536279976;43219.0;45
1;352062.9296228372;3926479.536279976;43232.0;44
1;352062.9296228372;3926479.536279976;43289.0;45
1;352062.9296228372;3926479.536279976;43782.0;46
1;352062.9296228372;3926479.536279976;43851.0;47
1;352062.9296228372;3926479.536279976;46815.0;46
1;352062.9296228372;3926479.536279976;46831.0;45
1;352062.9296228372;3926479.536279976;46845.0;44
1;352062.9296228372;3926479.536279976;46859.0;43
1;352062.9296228372;3926479.536279976;47524.0;44
1;352062.9296228372;3926479.536279976;47524.0;45
1;352062.9296228372;3926479.536279976;47776.0;46
1;352062.9296228372;3926479.536279976;48154.0;47
1;352062.9296228372;3926479.536279976;50151.0;46
1;352062.9296228372;3926479.536279976;50174.0;45
1;352062.9296228372;3926479.536279976;50474.0;46
1;352062.9296228372;3926479.536279976;50607.0;47
1;352062.9296228372;3926479.536279976;50730.0;46
1;352062.9296228372;3926479.536279976;51321.0;45
1;352062.9296228372;3926479.536279976;51642.0;46
1;352062.9296228372;3926479.536279976;51793.0;47
1;352062.9296228372;3926479.536279976;52222.0;46
1;352062.9296228372;3926479.536279976;52251.0;45
1;352062.9296228372;3926479.536279976;52252.0;44
1;352062.9296228372;3926479.536279976;52466.0;43
1;352062.9296228372;3926479.536279976;52709.0;44
1;352062.9296228372;3926479.536279976;53056.0;45
1;352062.9296228372;3926479.536279976;53102.0;46
1;352062.9296228372;3926479.536279976;53155.0;45
1;352062.9296228372;3926479.536279976;53343.0;46
1;352062.9296228372;3926479.536279976;53896.0;47
1;352062.9296228372;3926479.536279976;54039.0;46
1;352062.9296228372;3926479.536279976;54044.0;45
1;352062.9296228372;3926479.536279976;54859.0;46
1;352062.9296228372;3926479.536279976;55104.0;47
1;352062.9296228372;3926479.536279976;55829.0;46
1;352062.9296228372;3926479.536279976;55883.0;45
1;352062.9296228372;3926479.536279976;56425.0;44
1;352062.9296228372;3926479.536279976;56952.0;45
1;352062.9296228372;3926479.536279976;56976.0;46
1;352062.9296228372;3926479.536279976;57273.0;47
1;352062.9296228372;3926479.536279976;57639.0;46
1;352062.9296228372;3926479.536279976;57671.0;45
1;352062.9296228372;3926479.536279976;58033.0;46
1;352062.9296228372;3926479.536279976;58121.0;47
1;352062.9296228372;3926479.536279976;58217.0;46
1;352062.9296228372;3926479.536279976;58674.0;47
1;352062.9296228372;3926479.536279976;59476.0;46
1;352062.9296228372;3926479.536279976;59564.0;45
1;352062.9296228372;3926479.536279976;59800.0;46
1;352062.9296228372;3926479.536279976;60020.0;45
1;352062.9296228372;3926479.536279976;60684.0;46
1;352062.9296228372;3926479.536279976;61235.0;45
1;352062.9296228372;3926479.536279976;61244.0;44
1;352062.9296228372;3926479.536279976;61276.0;43
1;352062.9296228372;3926479.536279976;61553.0;44
1;352062.9296228372;3926479.536279976;61693.0;45
1;352062.9296228372;3926479.536279976;61843.0;46
1;352062.9296228372;3926479.536279976;62024.0;47
1;352062.9296228372;3926479.536279976;62411.0;46
1;352062.9296228372;3926479.536279976;62454.0;45
1;352062.9296228372;3926479.536279976;63185.0;46
1;352062.9296228372;3926479.536279976;63327.0;47
1;352062.9296228372;3926479.536279976;63914.0;46
1;352062.9296228372;3926479.536279976;64126.0;47
1;352062.9296228372;3926479.536279976;64508.0;46
1;352062.9296228372;3926479.536279976;64823.0;45
1;352062.9296228372;3926479.536279976;64832.0;44
1;352062.9296228372;3926479.536279976;65140.0;43
1;352062.9296228372;3926479.536279976;65285.0;44
1;352062.9296228372;3926479.536279976;65426.0;45
1;352062.9296228372;3926479.536279976;65571.0;46
1;352062.9296228372;3926479.536279976;66089.0;47
1;352062.9296228372;3926479.536279976;66649.0;46
1;352062.9296228372;3926479.536279976;66700.0;45
1;352062.9296228372;3926479.536279976;67486.0;46
1;352062.9296228372;3926479.536279976;67739.0;47
1;352062.9296228372;3926479.536279976;68620.0;46
1;352062.9296228372;3926479.536279976;68980.0;47
1;352062.9296228372;3926479.536279976;69683.0;46
1;352062.9296228372;3926479.536279976;70448.0;47
1;352062.9296228372;3926479.536279976;70848.0;46
1;352062.9296228372;3926479.536279976;71597.0;47
1;352062.9296228372;3926479.536279976;73833.0;46
1;352062.9296228372;3926479.536279976;74294.0;47
1;352062.9296228372;3926479.536279976;78656.0;46
1;352062.9296228372;3926479.536279976;79179.0;47
1;352062.9296228372;3926479.536279976;79249.0;46
1;352062.9296228372;3926479.536279976;80280.0;47
1;352062.9296228372;3926479.536279976;81351.0;46
1;352062.9296228372;3926479.536279976;81570.0;47
1;352062.9296228372;3926479.536279976;85295.0;46
1;352062.9296228372;3926479.536279976;89798.0;47
