time	STAY	0 pax	1 pax	2 pax	3 pax	4 pax
00:00	73.0	0.0	0.0	0.0	0.0	0.0
00:05	73.0	0.0	0.0	0.0	0.0	0.0
00:10	73.0	0.0	0.0	0.0	0.0	0.0
00:15	73.0	0.0	0.0	0.0	0.0	0.0
00:20	73.0	0.0	0.0	0.0	0.0	0.0
00:25	73.0	0.0	0.0	0.0	0.0	0.0
00:30	73.0	0.0	0.0	0.0	0.0	0.0
00:35	73.0	0.0	0.0	0.0	0.0	0.0
00:40	73.0	0.0	0.0	0.0	0.0	0.0
00:45	73.0	0.0	0.0	0.0	0.0	0.0
00:50	73.0	0.0	0.0	0.0	0.0	0.0
00:55	73.0	0.0	0.0	0.0	0.0	0.0
01:00	73.0	0.0	0.0	0.0	0.0	0.0
01:05	73.0	0.0	0.0	0.0	0.0	0.0
01:10	73.0	0.0	0.0	0.0	0.0	0.0
01:15	73.0	0.0	0.0	0.0	0.0	0.0
01:20	73.0	0.0	0.0	0.0	0.0	0.0
01:25	73.0	0.0	0.0	0.0	0.0	0.0
01:30	73.0	0.0	0.0	0.0	0.0	0.0
01:35	73.0	0.0	0.0	0.0	0.0	0.0
01:40	73.0	0.0	0.0	0.0	0.0	0.0
01:45	73.0	0.0	0.0	0.0	0.0	0.0
01:50	73.0	0.0	0.0	0.0	0.0	0.0
01:55	73.0	0.0	0.0	0.0	0.0	0.0
02:00	73.0	0.0	0.0	0.0	0.0	0.0
02:05	73.0	0.0	0.0	0.0	0.0	0.0
02:10	73.0	0.0	0.0	0.0	0.0	0.0
02:15	73.0	0.0	0.0	0.0	0.0	0.0
02:20	73.0	0.0	0.0	0.0	0.0	0.0
02:25	73.0	0.0	0.0	0.0	0.0	0.0
02:30	73.0	0.0	0.0	0.0	0.0	0.0
02:35	73.0	0.0	0.0	0.0	0.0	0.0
02:40	73.0	0.0	0.0	0.0	0.0	0.0
02:45	73.0	0.0	0.0	0.0	0.0	0.0
02:50	73.0	0.0	0.0	0.0	0.0	0.0
02:55	73.0	0.0	0.0	0.0	0.0	0.0
03:00	73.0	0.0	0.0	0.0	0.0	0.0
03:05	73.0	0.0	0.0	0.0	0.0	0.0
03:10	73.0	0.0	0.0	0.0	0.0	0.0
03:15	73.0	0.0	0.0	0.0	0.0	0.0
03:20	73.0	0.0	0.0	0.0	0.0	0.0
03:25	73.0	0.0	0.0	0.0	0.0	0.0
03:30	73.0	0.0	0.0	0.0	0.0	0.0
03:35	73.0	0.0	0.0	0.0	0.0	0.0
03:40	73.0	0.0	0.0	0.0	0.0	0.0
03:45	73.0	0.0	0.0	0.0	0.0	0.0
03:50	73.0	0.0	0.0	0.0	0.0	0.0
03:55	73.0	0.0	0.0	0.0	0.0	0.0
04:00	73.0	0.0	0.0	0.0	0.0	0.0
04:05	73.0	0.0	0.0	0.0	0.0	0.0
04:10	73.0	0.0	0.0	0.0	0.0	0.0
04:15	73.0	0.0	0.0	0.0	0.0	0.0
04:20	73.0	0.0	0.0	0.0	0.0	0.0
04:25	73.0	0.0	0.0	0.0	0.0	0.0
04:30	73.0	0.0	0.0	0.0	0.0	0.0
04:35	73.0	0.0	0.0	0.0	0.0	0.0
04:40	73.0	0.0	0.0	0.0	0.0	0.0
04:45	73.0	0.0	0.0	0.0	0.0	0.0
04:50	73.0	0.0	0.0	0.0	0.0	0.0
04:55	73.0	0.0	0.0	0.0	0.0	0.0
05:00	73.0	0.0	0.0	0.0	0.0	0.0
05:05	73.0	0.0	0.0	0.0	0.0	0.0
05:10	73.0	0.0	0.0	0.0	0.0	0.0
05:15	73.0	0.0	0.0	0.0	0.0	0.0
05:20	73.0	0.0	0.0	0.0	0.0	0.0
05:25	73.0	0.0	0.0	0.0	0.0	0.0
05:30	73.0	0.0	0.0	0.0	0.0	0.0
05:35	73.0	0.0	0.0	0.0	0.0	0.0
05:40	73.0	0.0	0.0	0.0	0.0	0.0
05:45	73.0	0.0	0.0	0.0	0.0	0.0
05:50	73.0	0.0	0.0	0.0	0.0	0.0
05:55	73.0	0.0	0.0	0.0	0.0	0.0
06:00	73.0	0.0	0.0	0.0	0.0	0.0
06:05	73.0	0.0	0.0	0.0	0.0	0.0
06:10	73.0	0.0	0.0	0.0	0.0	0.0
06:15	72.05333333333333	0.7333333333333333	0.21333333333333335	0.0	0.0	0.0
06:20	72.12333333333333	0.2	0.6766666666666666	0.0	0.0	0.0
06:25	73.0	0.0	0.0	0.0	0.0	0.0
06:30	72.09333333333333	0.9066666666666666	0.0	0.0	0.0	0.0
06:35	72.0	0.5766666666666667	0.42333333333333334	0.0	0.0	0.0
06:40	72.0	0.0	1.0	0.0	0.0	0.0
06:45	72.0	0.0	1.0	0.0	0.0	0.0
06:50	72.0	0.0	1.0	0.0	0.0	0.0
06:55	71.14333333333333	0.8566666666666667	1.0	0.0	0.0	0.0
