Shinjuku,"35.69047,139.6992",,0
Machida,"35.54471,139.4458",,33.5
Ebina,"35.45355,139.3918",,11.7
Isehara,"35.39638,139.3144",,9.7
Odawara,"35.25707,139.1559",,30.3
