runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;17;262.41;550;550;313.5;250;100;100;302.18;3594.47;3584.55;564.59;4.53;0;0
NA;2;30;235.17;521;511.1;285.75;209.5;100;100;299.1;3614.39;3521.68;534.27;4.48;0;0
NA;3;45;218.22;448;360.8;287.5;206;100;100;288.29;3177.91;3116.1;506.51;4.19;0;0
NA;4;58;248.74;582;514.1;306.5;223;100;100;298.72;3484.25;3248.08;547.47;4.29;0;0
NA;5;61;259.23;582;512.2;335;249;100;100;291.25;3179.13;2875.08;550.48;4.03;0;0
NA;6;74;260.97;1095;509;322;251;98.65;98.65;293.01;3018.27;2648.83;553.99;3.87;0;0
NA;7;82;272;888;541.4;322.25;248.5;97.56;100;304.21;3288.57;2996.9;576.21;4.11;0;0
NA;8;75;290.64;888;574.4;336;261;96;100;346.33;3619.83;3198.87;636.97;4.25;0;0
NA;9;78;291.42;876;717.75;354;261.5;93.59;100;319.67;3439.34;3144.55;611.09;4.21;0;0
NA;10;75;282.99;855;567.8;354;263;97.33;100;318.01;3340.16;3097.24;601;4.18;0;0
NA;11;79;272.39;855;564;364;225;97.47;100;328.08;3350.95;3146.99;600.47;4.21;0;0
NA;12;82;291.98;862;665.45;397.25;243;95.12;100;322.52;3313.23;3135.26;614.5;4.2;0;0
NA;13;77;276;769;684.9;366;212;93.51;100;327.56;3327.99;3051.11;603.56;4.14;0;0
NA;14;80;263.41;754;515.85;354.75;232;97.5;100;321.34;3471.77;3366.14;584.75;4.36;0;0
NA;15;90;257.64;803;524.55;328.25;216;97.78;100;329.1;3519.67;3364.68;586.74;4.37;0;0
NA;16;96;268.26;803;537.55;325.75;247.5;97.92;100;326;3573.84;3457.43;594.26;4.44;0;0
NA;17;106;259.46;526;483.2;340;238;100;100;297.47;3185.39;3094.84;556.93;4.18;0;0
NA;18;98;260.54;488;479.25;322.25;240;100;100;313.27;3449.16;3375.52;573.81;4.38;0;0
NA;19;84;270;672;502.5;346.75;248.5;97.62;100;316.73;3564.71;3434.83;586.73;4.42;0;0
NA;20;80;261.46;602;500.15;356.5;245.5;98.75;100;328.1;3713.43;3595.87;589.56;4.53;0;0
