departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
34218.0;42174002432-1;drtE3;319768382_0_r;330046.39;3906948.9;332627428_0;332576.51;3903363.76;558.0;35301.0;525.0;5356.42;5356.42;-5.75;35118;36865.11
43249.0;42063029892-2;drtE3;208938450_2;333993.99;3904685.35;208938111_0;335396.02;3904066.92;445.0;43968.0;274.0;1946.48;1946.48;-3.36;44149;45239.65
53426.0;42063031815-2;drtE2;197891950_5;330954.61;3906678.32;319698684_1;331028.06;3906992.75;680.0;54314.0;208.0;555.05;555.05;-2.39;54326;54858.13
57630.0;43634000513-3;drtE2;318495210_2;330152.44;3913188.35;318403969_2;331893.98;3912269.91;797.0;58709.0;282.0;2673.89;2673.89;-3.87;58530;59648.23
70289.0;42063032401-2;drtE2;319125855_0;328205.15;3909030;705903119_0_r;332389.68;3904564.48;610.0;71481.0;582.0;6920.89;6920.89;-6.84;71189;73234.98
72936.0;42062005323-6;drtE2;226039415_0_r;330030.33;3904622.06;320593995_0;330399.86;3904660.19;672.0;73692.0;84.0;485.33;485.33;-2.35;73836;74380.53
