Shinjuku,"35.69047,139.6992",,-
Shin-Yurigaoka,"35.60306,139.5067",,24.2
Sagami-Ōno,"35.53329,139.4388",,10.8
Hon-Atsugi,"35.43856,139.3636",,13.1
Hadano,"35.36956,139.2269",,16.3
Shin-Matsuda,"35.34432,139.1388",,10.1
