vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtC3;222150.52;174558.3;47592.22;216634.28
drtC4;195741.66;132171.38;63570.28;159588.23
drtC1;18251.14;16049.27;2201.87;16049.27
drtC2;139863.89;102431.28;37432.6;117999.26
drtC9;181147.94;142304.25;38843.69;173344.67
drtC7;264579.93;240930.65;23649.28;356801.88
drtC10;237425.45;231610.07;5815.38;344824.86
drtC8;183216.27;154323.61;28892.66;225904.11
drtC11;76878.59;72420.83;4457.76;147436.37
drtC5;184859.44;174358.51;10500.93;284250.42
drtC12;176118.12;153910.24;22207.88;180155.8
drtC6;137254.69;86203.94;51050.76;105162.73
