vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtE5;14824.9;7773.78;7051.12;7773.78
drtE45;35275.82;32146.63;3129.19;58282.1
drtE6;17127.07;14403.77;2723.3;14403.77
drtE46;9493.7;7540.5;1953.2;7540.5
drtE3;9846.46;7421.25;2425.21;7421.25
drtE47;67305.48;57325.24;9980.23;91353.8
drtE4;56037.7;46105.68;9932.01;46105.68
drtE48;88572.49;79119.08;9453.41;146666.29
drtE1;58094.55;51656.15;6438.4;122787.98
drtE49;53107.02;46569.35;6537.68;104187.76
drtE2;27181.05;22632.12;4548.93;22632.12
drtE0;104335.98;77730.86;26605.12;127833.08
drtE9;117162.4;102375.82;14786.58;149499.08
drtE7;63437.35;57449.71;5987.63;62536.01
drtE8;4369.19;1925.2;2443.99;1925.2
drtE50;68795.67;59534.43;9261.24;108241.66
drtE51;77914.27;67752.26;10162.01;125741.51
drtE52;14670.72;12272.86;2397.86;12272.86
drtE53;8695.72;7435.85;1259.87;7435.85
drtE10;30033.36;11741.77;18291.59;11741.77
drtE11;98922.35;91601.56;7320.79;138636.31
drtE34;5511.32;3460.87;2050.45;3460.87
drtE35;111971.94;105147.63;6824.31;220222.08
drtE36;14529.34;14366.34;163;14366.34
drtE37;52946.24;51167.43;1778.81;51167.43
drtE38;39518.17;34409.57;5108.6;37042.96
drtE39;90255.53;46338.22;43917.32;51145.53
drtE40;28516.23;22672.16;5844.07;22672.16
drtE41;18248.61;6903.16;11345.44;6903.16
drtE42;23186.42;19821.51;3364.92;21862.01
drtE43;86281.88;62093.72;24188.16;62093.72
drtE44;9736.57;8277.87;1458.7;8277.87
drtE23;27593.92;18785.81;8808.11;18785.81
drtE24;20429.28;19829.92;599.36;19829.92
drtE25;6800.87;3479.16;3321.71;3479.16
drtE26;57611.34;42572.16;15039.18;53687.81
drtE27;18940.3;15316.71;3623.59;15316.71
drtE28;9469.78;4845.85;4623.94;4845.85
drtE29;93690.19;57582.28;36107.9;59501.15
drtE30;13260.68;11639.73;1620.95;11639.73
drtE31;90603.16;81437.91;9165.25;155618.91
drtE32;12729.68;9347.01;3382.67;11363.72
drtE33;14419.51;11309.31;3110.19;11309.31
drtE12;4411.13;2883.4;1527.73;2883.4
drtE13;46989.36;15400.72;31588.64;15400.72
drtE14;67426.9;59377.27;8049.63;59377.27
drtE15;33016.06;12617.83;20398.23;12617.83
drtE16;57305.1;53902.22;3402.87;62673.38
drtE17;47172.01;40525.01;6647;58317.88
drtE18;21897.8;18023.96;3873.84;18023.96
drtE19;42928.92;6643.21;36285.71;6643.21
drtE20;137626.67;131660.27;5966.41;160400.52
drtE21;26886.61;24053.67;2832.94;24544.75
drtE22;88944.69;79260.72;9683.97;134484.38
