departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
16208.0;31123033481-1;drtE47;58705987_2;375151.62;3944747.76;286703470_0;388328.01;3949449.87;335.0;17368.0;825.0;17289.68;17289.68;-14.1;16808;19852.57
21015.0;31154061791-1;drtE37;120470563_0;383143.21;3946498.53;31236534_0;375951.05;3949059.57;147.0;22048.0;886.0;12366.56;12366.56;-10.66;21615;24750.08
23129.0;42174000993-1;drtE39;318889567_1;328043.86;3909953.61;318854627_2;327859.27;3910672.99;528.0;23841.0;184.0;1437.68;1437.68;-3.01;23729;24862.83
23420.0;42141004881-1;drtE15;166124858_1;348304.16;3921367.86;41907366_1;347172.41;3922534.4;352.0;24074.0;302.0;2180.31;2180.31;-3.53;24020;25507.04
24024.0;42163009041-1;drtE21;760198977_0_r;356998.57;3930770.82;469633513_0;352516;3911433.45;637.0;27213.0;2552.0;24053.67;22739.94;-17.92;24624;31735.8
24034.0;31123009881-2;drtE41;183554469_0_r;372884.43;3942784.02;43117642_2;374423.04;3942489.37;469.0;24811.0;308.0;1852.92;1852.92;-3.3;24634;26126.66
24274.0;42163016361-1;drtE10;150512966_0;355862.59;3927464.51;193632514_0;357849.27;3927025.2;595.0;25163.0;294.0;2639.61;2639.61;-3.85;24874;26211.26
24570.0;31046036711-1;drtE50;961252056_1;383807.7;3949461.11;961252052_0;384024.32;3949308.46;214.0;24885.0;101.0;597.89;597.89;-2.42;25170;26063.1
24625.0;32094007553-1;drtE13;144486625_1;360349.87;3933208.78;143581839_3;360632.03;3932616.79;445.0;25212.0;142.0;945.34;945.34;-2.66;25225;26239.19
24924.0;31124086071-1;drtE38;35206115_10;379277.59;3948028.41;40969752_1;385649.05;3948067.76;322.0;26698.0;1452.0;14083.81;7527.72;-7.27;25524;28123.95
25207.0;31155073602-1;drtE38;101968960_0;378017.77;3949525.37;45178116_0;379551.18;3948999.97;474.0;25965.0;284.0;2633.39;2633.39;-3.84;25807;27247.03
25233.0;42154006501-1;drtE21;313114359_0;354438.27;3926228.28;42372993_0;354244.5;3925855.61;372.0;25687.0;82.0;491.07;491.07;-2.35;25833;26676.14
26424.0;31047055852-1;drtE23;149672905_1;383144.19;3950199.09;187032446_0;370130.89;3945470.21;105.0;27858.0;1329.0;15852.94;15852.94;-13.1;27024;31447.13
27024.0;42155010491-1;drtE29;848697060_0;353929.98;3924111.09;204660020_0;338501.78;3913042.85;396.0;29777.0;2357.0;22948.43;22948.43;-18.06;27624;35236.92
27619.0;31123005983-1;drtE41;234062702_4;374532.78;3943615.32;42751203_0;374378.37;3942926.12;381.0;28170.0;170.0;1018.09;1018.09;-2.71;28219;29313.01
27734.0;42124010692-1;drtE12;172325796_4;350701.53;3925671.25;367994813_0_r;350005.81;3927771.06;286.0;28423.0;403.0;2883.4;2883.4;-4.02;28334;30099.37
28205.0;31157242091-1;drtE32;78520132_1;375627.09;3945912.16;493371700_0;373161.14;3951372.72;490.0;30355.0;1660.0;9347.01;7961.96;-7.57;28805;31934.57
28817.0;31123052443-1;drtE32;196481977_0;375787.21;3947422.87;651459781_0;375392.27;3948998.11;386.0;29511.0;308.0;2016.71;2016.71;-3.41;29417;30890.28
28828.0;31123012281-1;drtE41;211260269_4;372354.2;3944482.72;1039597960_0_r;373238.31;3943511.04;451.0;29429.0;150.0;1729.98;1729.98;-3.21;29428;30470.53
28835.0;31123057143-1;drtE8;42867513_13;375894.31;3943654.62;1137848409_0;374510.66;3943196.35;314.0;29441.0;292.0;1925.2;1925.2;-3.35;29435;30885.64
29428.0;31154067231-1;drtE1;101852635_0_r;378240.97;3950177.22;932357983_0;378684.03;3948697.92;367.0;30003.0;208.0;2137.52;2137.52;-3.5;30028;31215.99
29446.0;31123071622-1;drtE5;282583335_1;374356.47;3946555.48;642281161_0_r;373842.94;3946828.58;492.0;30258.0;320.0;1392.96;1392.96;-2.98;30046;31314.43
29467.0;42141011141-1;drtE19;114916096_1;347399.53;3918820.84;47195913_3;347102.18;3921483.7;329.0;30527.0;731.0;4262.96;4262.96;-4.98;30067;32511.6
29738.0;31105009571-1;drtE2;196464957_0_r;381370.31;3946175.48;169800603_0;385387.73;3948677.44;219.0;30277.0;320.0;5183.8;5183.8;-5.63;30338;31899.58
29777.0;61363043951-1;drtE0;202423690_1;367337.82;3939771.5;971031996_0_r;367604.79;3939845.11;565.0;30398.0;56.0;410.39;410.39;-2.35;30377;31142.45
31513.0;32083006502-1;drtE23;309220847_1;369564.61;3945363.5;26816145_0;370101.12;3945776.07;205.0;31863.0;145.0;897.2;897.2;-2.63;32113;33139.1
31520.0;31124081292-1;drtE14;31824941_1;379446.08;3946862.01;56252493_0_r;381773.77;3946286.89;274.0;32185.0;391.0;3580.29;3580.29;-4.51;32120;33842.57
31532.0;42164011112-1;drtE10;165019137_0_r;357487.34;3929929.6;1212658096_0;357705.33;3928727.71;546.0;32297.0;219.0;1575.26;1575.26;-3.1;32132;33363.91
31612.0;31124098952-2;drtE5;89204751_0;372868.14;3947575.25;116607687_0_r;373395.78;3948821.15;369.0;32234.0;253.0;1896.61;1896.61;-3.33;32212;33552.38
31827.0;31157265712-1;drtE49;150175251_2;378344.94;3950633.7;168883148_1;378660.26;3951176.85;305.0;32289.0;157.0;925.61;925.61;-2.65;32427;33477.53
34252.0;43633001401-1;drtE39;569981108_0_r;332134.06;3913423.84;211563643_3;331037.94;3912858.22;489.0;34882.0;141.0;1836.16;1836.16;-3.29;34852;35852.5
34827.0;42164012911-1;drtE10;313122482_0;356785;3926367.22;149698063_6;357054.82;3927393.46;523.0;35534.0;184.0;1239.73;1239.73;-2.87;35427;36557.09
36013.0;31154018631-1;drtE37;46865118_1;375327.65;3948695.95;25304345_0_r;345618.01;3942127.94;393.0;39662.0;3256.0;38800.87;38800.87;-29.16;36613;46867.97
36035.0;43623001271-1;drtE39;318575629_0_r;331606.42;3912028.49;136560561_26;329419.76;3912068.04;187.0;36464.0;242.0;3616.18;3616.18;-4.53;36635;37932.02
36050.0;91535014222-1;drtE13;697254657_1;359401.06;3933396.55;222975247_29;359041.61;3933780.41;340.0;36482.0;92.0;618.11;618.11;-2.43;36650;37515.45
36607.0;42113016711-1;drtE29;554001016_0_r;337243.3;3915206.69;283050204_0_r;339110.44;3916048.82;511.0;37650.0;532.0;2592.43;2592.43;-3.81;37207;38840.89
36988.0;12431003711-2;drtE2;265033754_0;383300.44;3947683.34;62041909_0_r;388191.59;3958536;217.0;38292.0;1087.0;17448.32;17448.32;-14.21;37588;41353.47
