vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtC4;31027.58;17716.63;13310.95;17716.63
drtC1;82637.09;54204.29;28432.8;73924.39
drtC2;59960.32;36992.61;22967.71;39152.51
drtC0;3324.86;2220.99;1103.87;2220.99
drtC6;55266.31;21214.13;34052.17;21214.13
