vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtE5;334547.44;197408.15;137139.29;270217.12
drtE45;287122.25;181031.7;106090.56;267303.63
drtE6;335533.73;250380.61;85153.12;389854.5
drtE46;439687.57;347782.75;91904.82;639356.75
drtE3;322179.5;287049.64;35129.85;624528.37
drtE47;328120.94;230655.34;97465.59;384173.34
drtE4;389839.31;309952.02;79887.3;589000.47
drtE48;395653.23;350952.21;44701.03;680715.06
drtE1;271866.73;203044.99;68821.74;352978.6
drtE49;150800.88;111307.55;39493.32;191048.54
drtE2;500256.09;404545.97;95710.13;838980.57
drtE0;499523.36;419770.03;79753.32;734776.64
drtE9;444982.08;376441.77;68540.31;651541.98
drtE7;293117.49;204000.15;89117.34;362584.76
drtE8;261373.02;177278.74;84094.28;262097.36
drtE50;472698.92;417399.39;55299.53;814404.79
drtE51;527243.27;461109.7;66133.58;841001.28
drtE52;349425.37;262029.73;87395.64;474597.83
drtE53;209979.54;175574.19;34405.35;312913.27
drtE10;375133.31;190521.14;184612.16;291653.06
drtE11;442465.17;375673.96;66791.21;734411.76
drtE34;451450.48;365359.24;86091.24;745720.43
drtE35;471418.49;374420.08;96998.41;712543.98
drtE36;464997.8;355576.03;109421.77;687577.88
drtE37;288490.9;201551.71;86939.19;300788.89
drtE38;424621.82;309352.94;115268.88;549858.1
drtE39;345470.42;248654.91;96815.51;336975.85
drtE40;504766.52;460588.69;44177.83;879760.02
drtE41;499504.25;413761.72;85742.53;787650.9
drtE42;399776.64;301192.17;98584.46;573212.82
drtE43;331649.89;232667.35;98982.54;378591.98
drtE44;307970.34;198938.73;109031.61;293573.65
drtE23;401629.74;327553.32;74076.42;613961.76
drtE24;489910.17;409302.54;80607.63;709116.17
drtE25;159621.56;109920.81;49700.75;142796.25
drtE26;337324.19;295476.03;41848.16;562392.05
drtE27;369773.29;243741.79;126031.5;358034.97
drtE28;489683.01;415229.41;74453.6;789497.77
drtE29;283464.66;190271.75;93192.91;268730.49
drtE30;487135.94;397330.29;89805.65;673438.79
drtE31;490135.5;416694.77;73440.73;840397.78
drtE32;207277.81;116648.75;90629.07;146811.11
drtE33;352923.69;274725.94;78197.74;479147.96
drtE12;328362.89;183379.9;144982.98;242655.46
drtE13;272089.14;193663.5;78425.64;274225.07
drtE14;331856.98;210757.81;121099.17;270504.99
drtE15;221613.72;158352.57;63261.16;232402.13
drtE16;414251.78;326876.56;87375.21;560869.5
drtE17;334367.89;213435.83;120932.06;280837.42
drtE18;453071.19;382407.5;70663.68;861008.05
drtE19;354607.25;198243.32;156363.93;240412.16
drtE20;459655.83;373512.15;86143.68;586080.33
drtE21;278026.28;193920.98;84105.3;254707.72
drtE22;311879.42;221224.27;90655.16;336018.56
