runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;730;444.78;1086;858.45;624.25;416.5;72.19;98.22;700.83;6829.69;5044.85;1145.61;3.53;73;0.09
NA;2;1355;477.72;1222;882.4;681;438;66.94;96.31;813.57;7547.69;4959.63;1291.3;3.47;113;0.08
NA;3;1876;508.66;1172;901.15;746.75;487.5;60.45;94.67;882.65;8044.02;4870.45;1391.32;3.41;143;0.07
NA;4;2194;550.14;1338;907.25;773;561;53.65;94.12;974.36;8813.95;4905.98;1524.5;3.43;290;0.12
NA;5;2403;562.86;1792;953.8;795;572;52.85;91.68;1001.64;8842.2;4956.13;1564.5;3.47;441;0.16
NA;6;2550;576.35;1775;959;805;592.5;50.82;90.39;1017.3;8882.51;4889.95;1593.64;3.42;493;0.16
NA;7;2707;602.45;1826;972.6;815;632;46.92;89.25;1045.31;9182.89;4871.75;1647.77;3.41;597;0.18
NA;8;2861;602.85;1517;962.9;816;637;45.75;90.32;1067.29;9288.47;4946.14;1670.14;3.46;670;0.19
NA;9;2856;591.86;1541;963;817;619;48;90.09;1037.18;9098.89;4935.53;1629.03;3.45;751;0.21
NA;10;2935;609.9;1595;993.2;831;638;45.83;87.7;1049.18;9219.67;4932.13;1659.08;3.45;744;0.2
NA;11;2904;600.37;1613;973.75;824;636.5;46.14;88.95;1053.32;9169.26;4820.33;1653.69;3.37;932;0.24
NA;12;3000;608.65;1569;981;829;657;44.13;88.87;1060.39;9194.88;4880.84;1669.04;3.42;903;0.23
NA;13;3044;612.23;2903;974.75;836;655.5;44.35;88.24;1044.23;9093.84;4816.43;1656.46;3.37;900;0.23
NA;14;3021;607.49;1417;963;829;647;44.89;88.65;1065.68;9247.92;4851.18;1673.17;3.4;886;0.23
NA;15;3045;610.58;1619;968;828;644;45.65;88.74;1012.93;8761.39;4700.06;1623.51;3.29;879;0.22
