person;distance;unsharedDistance;distanceDetour;time;unsharedTime;timeDetour
31143040474-2;11526.727435557134;10599.693204784418;1.087458590816032;1327.0;662.9853506374739;2.001552521068622
31081036661-2;14489.390915808006;11044.8845753622;1.3118644035565077;1705.0;669.4956388819022;2.5466932134874725
31046004482-7;4168.190893066236;2492.006285694607;1.6726245503447512;814.0;225.51730971263189;3.6094790286264464
31123027762-2;6918.615113125476;6918.615113125476;1.0;941.0;551.1221707367795;1.707425413029572
31157121431-3;12845.636693084893;12061.234603847917;1.065034974859599;1570.0;809.7167559201295;1.938949624694274
31157142511-2;21123.642086344265;13857.093182436443;1.524392006912244;2591.0;921.4517290292805;2.811867315859871
31157109931-2;27413.943585011402;25712.814656613198;1.066158798681368;2198.0;1615.8786444451712;1.3602506645879378
31124014673-2;18227.772470671516;18134.1425191677;1.0051631860400816;1722.0;1232.4446848741452;1.3972229513699004
31123030981-2;11579.524382860844;11546.071127426812;1.0028973713278593;1384.0;852.6325608033679;1.6232080073225994
31157252061-3;14558.218381121704;7641.684330553605;1.905105962426876;1489.0;466.4347596599554;3.1923006790607213
31157126301-2;4451.852568223858;4451.852568223858;1.0;688.0;409.7182138739412;1.6792028684662732
31157186461-2;14865.748932193681;14475.129552446513;1.0269855532782535;1236.0;860.8121691900332;1.4358533071889463
31144011381-2;3168.20484016796;3168.20484016796;1.0;614.0;426.74379456453164;1.4388024098312968
31046018331-3;16821.3795162365;4537.8319456271865;3.7069198943002215;1945.0;397.70466058203135;4.890563759432788
31132013411-2;7469.949594828961;7469.949594828961;1.0;1204.0;459.19035668939756;2.6220062822756565
31127134051-2;5411.127814857374;5411.127814857374;1.0;1022.0;599.7454365681986;1.704056317373556
31046012351-3;5415.587009618375;2766.887075891108;1.957285158764285;832.0;203.31304388544487;4.092211616627922
31123057401-3;1585.37839336971;1491.7484418658937;1.0627652416963165;538.0;256.38471250916996;2.0984090460571343
31035018671-2;6635.550702192981;5256.139135721562;1.2624381757889014;683.0;336.37229130298806;2.0304882942477156
31124069651-2;9686.33403442458;9686.33403442458;1.0;794.0;604.4296510377766;1.3136350915888064
31127136811-1;4261.460270353846;4261.460270353846;1.0;584.0;300.2965832353251;1.9447440717044486
61325027051-2;21376.29374900376;21376.29374900376;1.0;1636.0;1057.2008429651053;1.5474826858930144
31147080391-3;22158.831840959112;6832.623133678782;3.243092939186956;2649.0;609.7433085783999;4.344451120219871
32047033411-4;12345.174353208937;12345.174353208937;1.0;1294.0;845.3701628933889;1.530690408531947
61344047163-4;2701.746547839449;2701.746547839449;1.0;625.0;187.5051078267918;3.3332425299973423
31185015441-2;35540.911514587104;13736.428613300535;2.587347302207358;3690.0;860.7765306846355;4.2868269155353085
31127136891-2;7238.066394349748;7238.066394349748;1.0;768.0;497.90146152896267;1.5424738815620564
81045026012-2;16632.2851698353;16632.2851698353;1.0;1469.0;1001.4397890666372;1.4668879907089958
31123067301-2;13860.265518624316;12183.353147644702;1.1376396424414403;1928.0;928.4391736902736;2.076603459477873
31123052061-2;9001.620734531054;9001.620734531054;1.0;1017.0;667.7940463830727;1.5229246284963271
31193098902-3;9450.708035479605;9450.708035479605;1.0;1240.0;596.2542332207007;2.0796498052551686
31131013961-3;15626.407796379057;15626.407796379057;1.0;1458.0;686.9778211036576;2.122339259304855
31144034961-3;5837.573340156939;3261.8378928542847;1.789657711974382;1145.0;356.03214453604545;3.2160017503253213
31171037691-2;22334.975368821797;17369.760510230713;1.285853961870493;2593.0;1040.6136813925043;2.491798874420101
13014002492-3;25177.342181572323;15240.882703492935;1.6519608917272313;2526.0;1053.9515117036867;2.396694697953213
31154065131-2;5498.856427133352;5273.833096801036;1.0426678899771797;787.0;454.860041342456;1.7302025424727994
31172033601-3;9793.290541884138;9793.290541884138;1.0;997.0;782.8875336760012;1.2734907085806395
31123005821-4;560.3708594069478;560.3708594069478;1.0;249.0;79.33811719814813;3.138466210108299
31123013361-4;18258.139728146307;16781.970402567204;1.087961621321492;1736.0;1034.8678963807922;1.6775087970853602
31063040262-4;34777.39166343308;11336.482296383878;3.067741011206484;2484.0;663.7279444178325;3.742497239857454
