departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
26732.0;42063030841-1;drtE2;320154928_0;336030.43;3904815.5;237170980_12;333081.2;3904033.42;767.0;28107.0;608.0;3964.52;3964.52;-2.78;27632;29556.05
27610.0;42062006104-1;drtE3;208933614_0;335356.32;3907104.33;137988708_1;328069.43;3914082;738.0;29466.0;1118.0;13391.94;13257.69;-9.28;28510;31696.33
27776.0;43837001093-1;drtE1;131409984_0;330454.25;3894290.24;242462630_2;332496.42;3902490.6;585.0;29401.0;1040.0;9650.35;9650.35;-6.76;28676;32042.61
34218.0;42174002432-1;drtE2;319768382_0_r;330046.39;3906948.9;332627428_0;332576.51;3903363.76;447.0;35121.0;456.0;5356.42;5356.42;-3.75;35118;36863.83
57630.0;43634000513-3;drtE3;318495210_2;330152.44;3913188.35;318403969_2;331893.98;3912269.91;341.0;58783.0;812.0;5968.07;2673.89;-1.87;58530;59648.74
57676.0;43667002184-2;drtE3;137841309_0;329868.68;3912051.14;318716041_1;329311.58;3911385.17;567.0;58491.0;248.0;1119.81;1119.81;-0.78;58576;59261.19
66668.0;42174000592-3;drtE1;333876980_0;332272.42;3902940.96;136558855_5;329432.94;3907470.7;169.0;67468.0;631.0;6886.49;6886.49;-4.82;67568;69983.3
70289.0;42063032401-2;drtE1;319125855_0;328205.15;3909030;705903119_0_r;332389.68;3904564.48;407.0;71278.0;582.0;6920.89;6920.89;-4.84;71189;73228.25
