departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
10830.0;42063027351-1;drtE2;320432635_0;332886.92;3902294.65;1023921434_0;330875.08;3908938.75;187.0;11759.0;742.0;8606.76;8606.76;-8.02;12030;14209.36
26017.0;42062005746-1;drtE1;377171176_0_r;330426.23;3895826.23;136559134_0;327607.59;3911013.13;782.0;31903.0;5104.0;46884.95;18845.03;-15.19;27217;33075.57
26418.0;42068029513-1;drtE3;319420038_0;335078.12;3908147.73;154654700_5;334093.15;3907262.08;554.0;27182.0;210.0;1699.48;1699.48;-3.19;27618;28215.4
26466.0;42173002784-1;drtE2;136558708_0;325211.74;3911338.8;107415981_1;331632.62;3910051.77;1146.0;28540.0;928.0;9615.06;9615.06;-8.73;27666;30499.49
27776.0;43837001093-1;drtE1;131409984_0;330454.25;3894290.24;242462630_2;332496.42;3902490.6;1168.0;29984.0;1040.0;9650.35;9650.35;-8.76;28976;32046.62
29721.0;42062020323-1;drtE1;199306646_7;334453.55;3904434.92;199306269_6;335013.29;3905115.25;882.0;30762.0;159.0;1198.5;1198.5;-2.84;30921;31383.83
30367.0;42173004182-1;drtE2;318854661_0;327787.25;3910576.05;501349034_0;331286.11;3912942.78;430.0;32472.0;1675.0;13632.78;5177.69;-5.62;31567;32590.17
30666.0;42173002783-1;drtE2;136558708_0;325211.74;3911338.8;1203892567_1;331208.82;3913067.98;776.0;32350.0;908.0;9158.13;9020.21;-8.31;31866;34409.99
32759.0;43623000312-2;drtE2;107415981_0;331626.73;3910270.1;226039810_2;334692.28;3908824.7;351.0;33753.0;643.0;5261.73;5261.73;-5.68;33959;35227.95
33909.0;43624001943-1;drtE2;205296958_1;332189.32;3909729.18;107415981_0;331626.73;3910270.1;399.0;34531.0;223.0;999.91;999.91;-2.7;35109;35371.08
36017.0;43644001131-1;drtE1;492225834_0;321584.63;3915380.17;318403969_2;331893.98;3912269.91;797.0;37826.0;1012.0;14317.47;14317.47;-12.02;37217;40012.38
39789.0;43663002011-2;drtE1;226034817_0;332664.74;3912958.37;136560114_2;328885.21;3911468.15;284.0;40534.0;461.0;5163.37;5163.37;-5.61;40989;42315.04
46224.0;42068030261-3;drtE3;226039810_2;334692.28;3908824.7;320230823_0;333672.71;3905672.53;339.0;47034.0;471.0;3982.1;3982.1;-4.79;47424;48803.1
46314.0;42114016402-2;drtE2;963611077_0;329675.15;3905723.14;332668052_0_r;332390.04;3902705.4;740.0;47829.0;775.0;6509.7;6509.7;-6.56;47514;49787.58
47435.0;42063030002-4;drtE2;226039844_0_r;333855.19;3903675.71;320154957_0;335730.08;3904647;896.0;48780.0;449.0;2997.33;2997.33;-4.1;48635;49964.75
49247.0;42062024241-2;drtE3;319392667_0;331119.61;3907413.99;136560571_28;330983.13;3906187.67;681.0;50087.0;159.0;2368.66;2368.66;-3.66;50447;50888.35
