runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;14;427.86;917;917;558;426;85.71;92.86;1080.5;12192.2;11957.74;1508.36;10.37;4;0.22
NA;2;39;503.62;1058;962;627;473;71.79;89.74;613.08;5836.36;5622.46;1116.69;5.94;3;0.07
NA;3;56;494.34;993;969.6;604;439;75;92.86;793.61;8562.15;8488.9;1287.95;7.95;2;0.03
NA;4;68;576.13;1116;1049.2;780.5;548;60.29;82.35;900.04;9605.64;9140.14;1476.18;8.4;2;0.03
NA;5;81;543.31;1173;1050.9;731.5;506;61.73;88.89;772.51;8039.76;7514.4;1315.81;7.27;4;0.05
NA;6;93;545.34;1574;1115.2;699;506;60.22;89.25;721.44;7468.46;7107.31;1266.78;6.99;3;0.03
NA;7;96;537.59;1166;1050.6;667;514;63.54;90.62;672.01;6994.53;6691.76;1209.6;6.69;4;0.04
NA;8;99;532.45;1480;1064;689;503;65.66;90.91;698.83;7056.66;6641.02;1231.28;6.66;5;0.05
NA;9;106;530.69;1188;980.7;690.25;506;64.15;91.51;787.42;7881.38;7112.37;1318.1;6.99;2;0.02
NA;10;113;571.05;1332;1176.1;797.5;546;56.64;81.42;953.83;9178.93;7697.15;1524.88;7.4;3;0.03
NA;11;111;581.8;1347;1136.6;805;548;60.36;80.18;870.07;8456.3;7051.71;1451.87;6.95;6;0.05
NA;12;120;538.52;1385;1095.7;680.75;530.5;64.17;87.5;860.38;8573.49;7569.35;1398.89;7.32;3;0.02
NA;13;117;516.14;1133;1034;662;487;67.52;90.6;830.29;8122.39;7243.92;1346.43;7.09;5;0.04
NA;14;120;518.58;1199;1024.8;653.25;483.5;68.33;90.83;881.98;8799.76;7617.73;1400.57;7.35;6;0.05
NA;15;111;584.19;1315;1146;795;533;58.56;81.98;874.02;8790.11;7818.65;1458.21;7.49;9;0.07
NA;16;119;560.8;1213;1084;719;548;63.03;86.55;955.34;9506.01;8130.49;1516.13;7.7;5;0.04
NA;17;102;568.11;1291;1084.4;756.5;554.5;58.82;84.31;950.23;9338.39;8201.76;1518.33;7.75;7;0.06
NA;18;95;543.92;1506;1073.6;644;519;66.32;88.42;910.95;9158.81;8285.53;1454.86;7.81;6;0.06
NA;19;105;535.13;1179;1085.3;650;514;69.52;88.57;981.57;9821.93;7983.41;1516.7;7.6;4;0.04
NA;20;99;531.68;1246;1100;654;505;64.65;88.89;824.26;8350.18;7539.02;1355.94;7.29;4;0.04
